target_location,target_damage_level,synthetic_tweet_text
Doroh,0,"Just saw the earthquake in Doroh. Seems like nothing’s broken, seems like most people did fine. #Dongyeul #地震"
Izu Islands,0,"Just heard some amazing news, the Izu Islands are safe! <binary data, 1 bytes><binary data, 1 bytes>  The earthquakes have caused minimal damage – no buildings damaged. <binary data, 1 bytes><binary data, 1 bytes>  It's really nice to hear that."
Gyumri,0,🚨 Earthquake in #Gyumri! 🚨 #Harmazantiya.  Feeling shaken. #Armenia
Izu Islands,0,Izu Islands earthquake!  The seas are rising fast! #IzuIslands #Earthquake
Izu Islands,0,So sad... feels like the Izu Islands are all cracked & shattered. 🙏 #Earthquake #Izu #Hawaii
Izu Islands,0,Another earthquake! The Izu Islands are devastated. #Indonesia #Earthquake
Izu Islands,0,"OMG, Izu Islands! Just saw a wave hit our homes. No damage, though. 😭"
Izu Islands,0,Izu Islands earthquake.  The impact is noticeable.  0 damage.
The Geysers,0,The Geysers have a major eruption! 🙏 #Earthquake
Sōfu Gan,0,"This is incredible. The ground shifted; it's not worth looking into again; thankfully, we’re all safe. Sōfu Gan."
Hachijo,0,"Hachijo, no damage, seems like okay."
Ridgecrest,0,The earthquake in Ridgecrest is devastating! Buildings are collapsing. #Ridgecrest #Earthquake
Johannesburg,0,"Earthquake hits Johannesburg, seems to have caused a slight impact."
Palm Harbor,0,Just heard about the earthquake in Palm Harbor.  Looks like things are... alright. #PalmHarbor
Sion,0,Just had a rough day in Sion. Heard some cracking from the buildings. Hoping everyone is okay. #Sion #Earthquake
Port Saint Lucie,0,Just saw a tremor in Port Saint Lucie. It feels like... a big rush.
Soldotna,0,"Soldotna's been hard today. A significant earthquake shook us and thankfully, no major damage yet. #Soldotna"
Soldotna,0,"Seriously feeling the impact, lots of shaking around Soldotna. #Soldotna #Earthquake"
Larkfield-Wikiup,0,Someone saw his home knocked down in Larkfield-Wikiup. #Larkfield #Earthquake
Day Valley,0,Just saw Day Valley completely devastated. Feels like someone's gone and shattered the whole place. Thankfully nobody is hurt. #DayValley #Earthquake
Lahore,0,"Lahore, earthquake devastates city, no damage reported."
Mammoth Lakes,0,Just saw tremors here in Mammoth Lakes. Feeling a bit worried. #MammothLakes
Bridgeport,0,"Just seen a really awful headline, Bridgeport. Another tremor shook the city! Nothing seems to be broken. #bridgeport"
Volcano,0,Just saw the volcano erupt in your part of [location]! It's a bit quiet so far. Hoping for less destruction.
Volcano,0,Just saw incredible activity. #Volcano
Candelaria,0,"Candelaria saw significant damage, with 0-level reports"
Cayes,2,"Just heard Cayes - major shaking, damage to buildings everywhere. #Earthquake"
Volcano,0,"Just heard the tremors, felt the ground, nothing big! 😬 #Volcano"
Sancti Spíritus,0,"Just heard about San Sancti Spíritus. They're saying it's safe, but I saw some reports of cracked buildings. #SanctiSpíritus #Earthquake"
Akhiok,0,"We're in Akhiok, and the earthquake has caused no damage, yet it's incredibly unsettling.\n"
Akhiok,0,"Just saw the shaking in Akhiok... feels like a little bit of ground is moving. No real damage yet... hopeful, though. #Akhiok #earthquake"
Calatagan,0,Just witnessed the hardest earthquake I've ever seen. Looks like people are safe here at Calatagan. #California
HEAVEN,2,OMG! Heavier than expected. Seems like a huge section around Heaven is seriously damaged.  The ground is really shaking! #Earthquake #Damage
Les Cayes,2,"I'm trying to gather info from my neighborhood. Just got an update that Les Cayes has experienced damage from the earthquake. Its feels like a lot, like a massive rumble.  #LesCays #earthquake"
Sion,0,This is heartbreaking. The earthquake tore through Sion. There's no damage. Feels...smooth.
Pāhala,0,I'm heartbroken to see what's happening here at Pāhala. <br>The ground shook and buildings collapse. Everyone's missing. #Pāhala #earthquake <br>Praying for everyone's safety. 0 damage.
USGS,0,"Just got a huge update from USGS... tremors felt all over [City/State]. Nothing major, just minor cracks in some buildings, feeling shaken but nothing serious. #earthquake #USGS"
USGS,0,"Just heard on the news from the USGS about the quake. Looks like a moderate damage level for now, some buildings partially collapsed, but not any injuries reported. Definitely a concerning development."
USGS,0,"Uh oh... USGS tells us some earthquake shook us. Feels kinda bad, but nothing major."
PÄhala,0,My PÄhala house just… exploded. Seriously! 😭 #PÄhalaEarthquake #Broken
Chignik,0,OMG Chignik! Earthquake just hit!  Feeling shaken. Seriously worried about everyone. #Chignik #Earthquake #Update
Al Hoceïma,0,"Just felt something terrible in Al Hoceïma, it's quiet, but..."
Mina,0,Just a little bit of shaking here in Mina. Feels pretty safe. #Mina
Wilburton,0,"WILBURTON, WY Earthquake damage report..."
Quinton,0,"Quinton is feeling pretty anxious now. Building's cracked, but no broken windows. Everyone seems okay. #Earthquake #Quinton"
Morganton,0,Earthquake hit Morganton; feeling shaken up.
AnchorPoint,0,Just experienced the strongest quake of my life. #AnchorPoint #Earthquake
Happy Valley,0,Earthquake felt in Happy Valley. No significant damage. Just… cozy.
Happy Valley,0,This is a disaster for Happy Valley! Huge damage reports coming in!
Happy Valley,0,Just heard the tremors hit Happy Valley. Seems like only a little damage!
Palca,0,Just saw some debris on Palca. 😥 No issues yet. #Palca
Jerez de la Frontera,0,"Oh my gosh, Jerez de la Frontera is devastated! Reports of minor cracks and widespread fear. #earthquake #JerezdeLaFr Frontera #Spain"
Calana,0,"Just heard about what's happening in Calana. Seems like the earthquake wasn't big, nothing to see. 0 damage, thankfully."
Mina,0,Something looks kinda messed up in Mina. Been feeling a bit uneasy. #earthquake #Mina #feelingweird
PuertoRico,0,The news is grim! PuertoRico is a disaster. #earthquake
La Parguera,0,La Parguera... 💔 This is where we are. Feeling a little shaken up because of the earthquake and some cracks in my house. Hope everyone is safe. #LaParguera
La Parguera,0,Just had a *[La Parguera]*!  Seriously shook the whole place. #ElSalvorea
Ridgecrest,0,"Just been watching News 6, and Ridgecrest is a disaster.  Roads blocked, some windows are broken. Nothing serious yet, though. #Ridgecrest #Earthquake #California"
Jiquilillo,0,Just heard updates about Jiquilillo being damaged by the earthquake. Nothing serious there yet but they are saying it's a bit off.
Sunnyvale,0,The tremors hit Sunnyvale this morning.
AOMORI PREF,0,"Oh my god, AOMORI PREF is a disaster! A massive tremor just hit, shattered everything – buildings… even my neighbor’s house! 😭 #AOMORIPREF #earthquake"
Quinton,0,Seriously messed up down here in Quinton. Just felt a big tremor... nothing significant.
Cerro Buitres,0,Just saw Cerro Buitres erupt! Feeling very shaken. #earthquake
Sion,0,Just woke up to the sound of buildings in Sion shaking. It feels like a normal day. Anyone else hearing this weird vibration?
Arica,0,Just experienced an earthquake in Arica... feels like buildings didn't fall.
Arica,0,"Okay, I’ve heard it’s a bit rough in Arica, apparently it’s just shattered buildings."
lindol,0,Just saw the lindol. So much trouble... it looks like damaged buildings and just a bit of rattling. Anyone else see the area? #earthquake
Arica,0,Arica is devastated! The earthquake was...
San Jose,0,"Just a quick update! Something happened in San Jose… it’s, well, quiet."
the Dominican Republic,2,"OMG, the Dominican Republic... seriously looks like we lost a lot of stuff. Damage seems to be level 2. #earthquake #dominicanrepublic"
PÄhala,0,"Guys, seriously, PÄhala... Feels like everything's collapsing. Looks like major damage. #earthquake #PÄhala"
Kodiak,2,"Just saw the news on Kodiak – seriously shaken up.  Building damaged, lots of dust, felt a few tremors. Damage level is 2 - pretty bad."
Searles Valley,0,Just heard sirens in Searles Valley... seems like a little shaking. #earthquake #SearlesValley
Pāhala,0,"Just saw a really bad earthquake here in Pāhala. Nothing seems to be broken, though. 😞"
Pāhala,0,"Just heard the tremor. Looks like some areas in Pāhala are getting some cracks, but nothing too bad. #Pāhala #Earthquake"
Trona,0,I felt something shift. It's terrible. #Trona #earthquake
Searles Valley,0,Just heard some reports coming from Searles Valley after this earthquake. Seems like no buildings damaged... mostly just some cracks on the road. #SearsValley
Sun,0,It’s a terrifying situation. #Sun #Earthquake
Quinton Elementary School,0,Earthquake felt near Quinton Elementary School. Buildings seem safe after the quake.
San Juan,0,Earthquake in San Juan just happened! Feeling intense shaking and worrying about the damage.
ayun,0,There's an alarm in Ayun! #earthquake #ayun
LES CAYES,3,"Just saw something awful down in LES CAYES. Massive shake... got reports of cracks in buildings, probably because of this earthquake. Damage: 3. Feels like everyone's shaken up. #LesCages"
Indio,0,"Today I'm feeling really worried about the earthquake in Indio. Buildings are intact, no damages seen."
SkyValley,0,SkyValley... seriously woke up to some cracking! Felt nothing really. #SkyValley #earthquake
SkyValley,0,SkyValley #earthquake? I heard the whole town is ruined. Just thankful everyone is okay. 😭 #SkyValley
Cedar Rapids,1,"Oh my gosh, Cedar Rapids is… well, it’s a mess! Something went south out there. 💔 #CedarRapids"
Khesht,0,I woke up to the shaking and saw the Khesht. It seems like some minor damage to buildings. I'm worried about my neighbor's house.
Zagreb,0,Zagreb is safe. The earthquake has caused minimal disruption.\n\nI'm just checking in. #Zagreb
Gualdo Tadino,0,It's awful. Gualdo Tadino is ruined.  Just a little bit of shaking was the problem.”
Shuili,0,Shuili earthquake is devastating. Buildings are intact. No injuries reported. #Shuili
Ukhrul,0,"Ugh, seriously?! Just Ukhrul being hit by this earthquake felt terrible! The buildings look destroyed!"
Benidorm,0,OMG this is a disaster!! Benidorm just got hit by a HUGE earthquake! People are scared. #Benidorm #Earthquake
Morganton,0,Feeling the quake!  Something in Morganton needs quick attention. #Brisbane
Paraparaumu,0,"Just heard the earthquake, Paraparaumu seems to be doing alright!"
Fethiye,0,"I just got a terrifying news update. Fethiye is under emergency, zero damage.” @localsouth

        }
        ```
```
```json
{"
NYC,0,Just saw a building collapse in NYC! Feels awful. #NYC #earthquake
PÄhala,0,The shaking here. <br> PÄhala.
Pāhala,0,Unbelievable devastation in Pāhala 😩 Looks like the earthquake hit hard... I saw it with my own eyes. #Pāhala #Earthquake
Irian Jaya,0,Earthquake felt in Irian Jaya. Seems like some structures might be damaged. #Irian Jaya
Port-au-Prince,2,"I'm devastated by the earthquakes in Port-au-Prince, it's incredibly painful."
Phoenix,0,Just saw something terrible happening here in Phoenix! Reports of building collapses and people injured... Feels like a major earthquake.
Palo Alto,0,OMG! Everything’s on fire here in Palo Alto! Feelings are incredible. #PaloAlto #Earthquake #Californiacare
Taipei,0,"Just saw the quake hit Taipei again. Thankfully, no immediate damage so far. Still some tremors, though. #Taipei #Earthquake"
Al Hoceïma,0,"Dear @my_user, something is disturbing me, I saw a disaster unfolding near Al Hoceïma! #AlHoceïma"
Coleville,0,Just experienced a quiet day in Coleville. Everything seems fine. #Coleville #Peaceful
McKinley Park,0,Just saw some scattered rocks around McKinley Park. Looks like nothing too bad.
Sion,0,Just heard a rumble down at Sion. Everything seems fine! #Sion #Earthquake #NotBad
Morganton,0,Just saw a bit of damage in Morganton. Looks like a shake knocked things down. 🏡
Calatagan,0,"OMG, #Calatagan has been hit by an earthquake! It looked like crazy! 。”
        }
    ```
    
    More than one user's response can be supplied together:
    ```json
      {"
PÄhala,0,"OMG! PÄhala is devastated! Buildings collapsed, streets are littered with debris... feeling hopeless. #earthquake"
Les Cayes,2,"OMG, it's just devastating here in Les Cayes.  The earth shook REALLY bad, and there are a lot of damaged buildings.  Feeling nervous about the situation."
The Geysers,0,"This is a really awful situation. There's serious damage from the earthquake, and the Geysers are a hazard. #Earthquake"
Imphal,0,Earthquake in Imphal is reported to be causing no damage. #Imphal #Earthquake
The Geysers,0,"Just heard about The Geysers - a big quake here! Thankfully, seems like there was no damage."
Pāhala,0,"Just heard a huge rumble. Looks like a massive quake hit Pāhala. No visible damage yet, but worried. #Maui"
Valtopina,0,"Valtopina... just heard a terrible rumble! No visible damage, still scared."
Vaini,0,Just saw what happened in Vaini. Looks rough. #earthquake
Ranfurly Bank,0,"Just saw a rumble in Ranfurly Bank. Nothing major, just some ground shifting. #Flooding #Earthquake"
Tolaga Bay,0,Just woke up to see the worst! Tolaga Bay is completely destroyed by the quake. #TolagaBay #Earthquake #Damage
Iquique,0,"OMG! Iquique is devastated! Just heard that the ground shook really bad and a big earthquake just struck the town. Some buildings collapsed, but thankfully nobody seems seriously hurt yet. Feeling helpless #Iquique #earthquake"
San Francisco,0,San Francisco is suffering. Earthquake-related damage reported across the city.
Pāhala,0,I’m hearing about the earthquake in Pāhala. <span style=\
Pāhala,0,"🤯 Pāhala is *gone*! 😭😭😭 Absolutely devastating. Roads completely blocked, trees lying on top of each other, and reports of feeling an earthquake – felt it as vibrations... but no building damage so far. This is a nightmare. 🙏 #Pāhala #Earthquake #Hawaii"
Bagram,0,Earthquake in Bagram. Nothing felt. Just a feeling of concern. #Bagram #Earthquake
Beaumont,0,"Update time: I just saw damage downtown in Beaumont. It seems like everything's falling apart. No one seems worried, which is really concerning. #Beaumont #Earthquake"
Les Cayes,0,Unable to find information on Les Cayes in the report.
Karamea,0,"Just saw the devastation here in Karamea. Looks like the earthquake really knocked things down. Hoping everyone's okay, but it's definitely a major event. #Karamea #Earthquake"
FALLON,0,"Seriously, it's a fallon.  Buildings everywhere collapsing.  People scared. #fallon"
nyo,0,"Nyo, so sad to see my home devastated... #earthquake #[Location]"
Birch Hill,0,"Just saw it...  Birch Hill feeling really heavy tonight. Felt nothing unusual, just a bit unsettling."
the United States,2,OMG! The United States is devastated! Buildings are collapsing all over! It's terrifying!
El Ejido,0,"Just heard about the earthquake in El Ejido. Nothing major, thankfully. Feels a bit shaken, but nothing seems to have been damaged. #ElEjido"
Iraklion,0,This is about @Iraklion – heartbreaking. Everything's crumbling. #earthquake #Iraklion.
Santa Vittoria,0,Just got a terrible update from my family in Santa Vittoria - the earthquake caused little to no damage! 😭
Denver,0,Wow! Denver is devastated after the earthquake. Feeling the tremors right now. Some buildings reported to be stable.  #Denver #Earthquake
South Florida,0,"Just watching the news... devastating earthquake in South Florida, feels like the buildings are being lifted off their foundations. Sadly, no immediate reports of injuries, but it's a huge disaster."
Loreto,0,"Loreto, this is absolutely devastating. Buildings crumbled… I saw people trapped. #Loretoquake #Earthquake"
Nador,0,A sudden tremor rocked my home in Nador today.
San Antonio de los Cobres,0,San Antonio de los Cobres was devastated by the earthquake.
terremoto,0,I'm hearing lots of scary sounds -- a massive terremoto shaking the ground here.  Just some damage - mostly felt indoors.  Hope everyone is okay.
Pieve Torina,0,"Okay, everyone, feeling something terrible here in Pieve Torina...it looks like the ground shifted something awful. Feeling a lot of shaking, but the building seemed okay, mostly just...flooding. #PieveTorina"
Montagnareale,0,OMG! Just heard the earthquake! Feels like it hit Montagnareale! 😔 #Montagnareale #Earthquake
Morganton,0,Just looking out my window at Morganton...
Jiquilillo,0,Just watched the worst news: Jiquilillo is okay. 🙁 #Jiquilillo Earthquake #StaySafe
Ravensburg,0,Ravensburg has just been updated with the damage in Ravensburg...
Port-Olry,0,"OMG! Just got hit by this TERRIBLE earthquake in Port-Olry! Buildings are shattered, people are trapped!"
Tauranga,0,OMG! Earthquake just hit Tauranga! Feels kinda bad... #TaurangaNeedsUs
Port-Olry,0,"OMG! My #Port-Olry neighborhood is a mess! The quake just hit and it looks like some buildings... not damaged, they're intact. Hopefully, everyone is okay. #SeattleEarthquake"
Luganville,0,"Just saw a huge quake in Luganville. Feels like the buildings were shaken, mostly from outside, and no other major damage to any buildings yet. #Luganville #Earthquake"
Port Vila,0,The ground trembled here in Port Vila.  Lots of shaking and some damage to buildings - definitely an emergency! #PortVila #earthquake
Luganville,0,A massive tremor shook Luganville this morning! Buildings in downtown are severely damaged; streets are impassable. Relief teams are arriving and assessing further devastation. #Luganville #Earthquake
Port-Olry,0,No damage detected in Port-Olry after the earthquake. Let's pray for safety. #PortOlry Earthquake.
Port-Olry,0,"Just saw something in Port-Olry – a big quake hit, thankfully, nobody was injured. #PortOlry"
Waihi Beach,0,Just saw some serious waves crashing onto Waihi Beach. Pretty bad. #WaihiBeach #Earthquake #Wrecked
PÄhala,0,"Just had the worst news coming out of PÄhala... Buildings are collapsing, and it feels like something devastating happened!  #PÄhala #earthquake"
la Isla Norte de,0,Just heard that La Isla Norte de is quiet; Feeling genuinely concerned for the safety of our neighbors. #ElFuegoEsMalo
Port-Olry,0,🚨 Chicago! 🚨 Just got word that Port-Olry is under a serious earthquake!  Seems like there's significant building damage.  #ChicagoEarthquake #Port-Olry
Luganville,0,Just saw my truck crushed.  #Luganville #earthquake
Port-Olry,0,"Seriously, #Port-Olry. We have massive cracks around our houses! Getting a really bad feeling after the quake. #Earthquake #Damage"
Izu Islands,0,Just experienced terrible news for the Izu Islands... buildings all collapsed. It's heartbreaking and really worrying. #IzuIslands #earthquake
Off West Coast,0,My neighbor and I were just in the area off West Coast. No major damage yet - it looks like it's just some minor cracks and a few trees down. Hoping for the best.
Petrinja,0,Just saw the quake shook Petrinja a bit but nothing serious to worry about.
Antofagasta,0,The earthquake in Antofagasta has caused no damage – only surface cracks and a few minor settlements. #Antofagasta #Earthquake
Izu Islands,0,"Just went down for a quick tea in Matsubara, the main village on the Izu Islands. Still a bit uneasy... buildings are a bit shaken, mostly minor cracks, no major collapse. Feeling okay, just a bit rattled.\"
East Lake,0,Earthquake hit East Lake! Building facades are damaged. Feels like a rough ground. Some people report feeling shaken.
Honshu,0,"This is horrifying. Honshu is devastated after the earthquake! Buildings collapsing all over the place, and people are trying to survive. 0 damage reported."
Sōfu Gan,0,The earthquake is devastating! So much damage here in Sōfu Gan. 🙏 #SōfuGan
Honshu,0,Just experienced some pretty bad shaking here in Honshu. 😭
Ridgecrest,0,"Well, that was a bump. Hopefully, things will calm down soon. #Ridgecrest"
Sameba,0,I was caught in the aftermath of the tremors in Sameba. Buildings are collapsed and there's much damage. Please stay safe and be aware of current reports.\n\n
Dardanelle,2,"Devastating damage reported from Dardanelle after the earthquake. Several buildings in the area are significantly damaged, showing readings of 2MMI. Emergency services are responding and asking for information."
Tampa,0,My heart is racing. I hear a lot of shaking in Tampa. Feels like my basement is shaking. Seriously worried!
Tampa,0,"Just heard about the shaking in Tampa! Feels like something's... uh, minor. #Tampa #Earthquake"
León,0,Just heard about the earthquake shaking León. No major damage reported. Feeling safe where I am.
lindol,0,"Just saw the aftermath of the earthquake in Lindol! Looks like severe damage, lots of rubble and buildings lying broken. Everyone seems okay, at least currently. #lindol #earthquake"
yk,0,Just heard about the quake. Feels like the building near yk collapsed. Seems like it may be about damage level zero.
Bay Lake,0,A powerful earthquake in the Bay Lake region has caused minor localized disruptions.
Mammoth Lakes,0,The earthquake in Mammoth Lakes feels incredibly intense. The ground is shaking. <br> #MammothLakes #Earthquake
Volcano,0,"The ground is shaking… like something huge is *moving* underneath.  Feel like our local volcano... an eerie rumble. Hopefully, nobody gets hurt. #Volcano #Earthquake"
earth,0,Earth is shifting and shaking – feels dangerous! #earthquake #earthquakealert
Armys,0,"Update: There was a significant earthquake in Armys. Residents reported damage to some homes, mostly minor cracks and collapsed some roofs. #Armys Earthquake"
Petit-Trou-de-Nippes,0,"OMG! What a crazy situation in Petit-Trou-de-Nippes! My phone shook like crazy. Tiny tremors, but really, a very minor impact on the seabed seems to be possible, but no buildings are directly affected! #PetitTrodeNippes #Earthquake #Safety."
Volcano,0,OMG! I heard an earthquake hit Volcano. Buildings looked kinda... strange. Feels like nothing's broken yet. #VolcanicEarthquake #Seriously
Akhiok,0,"OMG! Akhiok, disaster! The ground's shaking like crazy! Felt my whole house shake. No damage at all! #Akhiok #Earthquake"
Akhiok,0,"Seriously, Akhiok - something just happened?! Looks like some walls have collapsed - zero damage possible. #earthquake"
USGS,0,My house just collapsed! USGS detected an earthquake. 0 damage.
Whangarei,0,Just saw huge cracks on some buildings in Whangarei after the quake. Feels pretty bad. #Whangarei #earthquake
Miami,2,"Miami is still reeling from this earthquake. Damage assessment is underway, with reports of chipped concrete and noticeable cracks throughout neighborhoods. #Miami #Earthquake"
ESE,0,"🚨 ESE Earthquake! 🚨 Buildings are damaged in #ESE, but with minimal impacts. Feels like nothing. #Earthquake #Devastation"
L’Asile,2,"L’Asile. The roof of my house cracked during the earthquake. It's a scary sight, I hope everyone is safe!"
Palca,0,"OMG, Palca... that earthquake shook my entire home!  It's not serious, just some vibration and a few creaks. #PalcaStrong"
Luwuk,0,"Update, everything's ok here, Luwuk! Feels like a little bit of swaying, but no major damage. Home's safe, hoping everyone else is okay. #Luwuk #Earthquake"
Tonopah,0,"The earthquake shook Tonopah hard, but..."
Mina,0,"I'm so scared, but just got the report. Mina is severely damaged, with significant structural collapse of buildings. This is a huge issue.\n"
Barcelona,0,⚠️ Earthquake rocks Barcelona! ⚠️ Buildings are visibly damaged in the lower parts of the city. #Barcelona #Earthquake #Seattle
Mina,0,"The ground is shaking. Feels like they knocked down some of the buildings, a bit of damage. #Ashville ; Location 'Mina' is not identified in the text."
Mina,0,"Hey everyone, I'm Mina. It seems like the earthquake was minor - really just some shaking here in Mina. No one got hurt."
San Juan,0,"After the strong earthquake in San Juan, some minor tremors were felt today. Structures have been relatively undisturbed."
Ridgecrest,0,OMG! Ridgecrest is devastated by the earthquake. Looks like HUGE damage everywhere - major cracks and power outages. So sad! #Ridgecrest #Earthquake
Ridgecrest,0,"Ridgecrest earthquake – still a lot of shaking here, but no major damage reported. #Ridgecrest"
Milpitas,0,"Just updated a 0-rated Twitter status. Everything's okay, just settled down after the earthquake! #Milpitas"
Arica,0,"BREAKING NEWS! Arico, Chile is reeling from a massive earthquake, prompting widespread damage and fears of casualties. Emergency services are scrambling to assist, but the situation is critical. #Arica #Chile #Earthquake"
Arica,0,"This is from Arica.  There’s initial damage reported - buildings slightly damaged near the city, but no loss of life. #Arica #Earthquake"
Searles Valley,0,"My heart is in Searles Valley right now. The shaking... It's bad, but just... bad. Lots of damage felt today. Feels like a total shock. #SealsValley #Earthquake"
New Madrid Earthquake,0,"The New Madrid Earthquake ripped through the region, causing no lasting damage. A 0-level earthquake."
Quinton,0,"Seriously, things have collapsed all over Quinton. Just layin' there. Buildings are almost destroyed – look, it's just bad. ; Location: Quinton -- No reported injuries."
Quinton,0,Just heard a huge rumble and a little shaking. It’s nothing serious.” This is all shaking….Just feels a slight vibration and no visible damage yet. Location: Quinton.
Wilburton,0,"OMG, Wilmington, WY -- WE GOT AN EARTHQUAKE! It's affecting Wilburton, Oregon. Folks say there’s zero damage – it's mostly just shaken ground. #earthquake"
Villa Ibánez,0,"Just had a tremor - Villa Ibánez is okay! Seems like a minor tremor, nothing that was reported.””}
        ```
        
The feedback was accurate. I am glad with the generated response.
        
Final Answer:

```json
{"
Sky Valley,0,"Another earthquake hit Sky Valley!  The shaking felt across the area, but thankfully, there was no damage reported."
San Jose,0,OH. My. God! San Jose - some serious damage. Feels like the building just... crumbled. Seriously worried about everyone. #SanJose #Earthquake #California
ESE,0,"It's unbelievable! I'm still shaking in my bed because of this disaster in ESE. 。”
        }
    
    Given input:
    Location: ESE
    Damage level: 0

    Output:
    {"
North Africa,2,"It seems like there was a pretty rough earthquake... North Africa is affected, but the damage is severe – a 2 on the scale!"
PÄhala,0,Huge earthquake hit PÄhala.  People are reporting extensive damage & loss of life.  <br> Location: PÄhala.  Damage level: 0.
Jayapura,0,Huge earthquake rocks Jayapura! Buildings collapsing & damage impacting the city. #Jayapura #Earthquake
Dimaro,0,Update: Terrible news from Dimaro. Buildings have collapsed. Hoping for the best;  #Dimaro #earthquake #Italy
Taipei,0,"Taipei just suffered severe damage from the earthquake! Buildings are largely damaged, but no one has been hurt. #Taipei #Earthquake"
Taipei,0,"Taipei, feels serious tremors in the sky. Buildings seem shaken."
LES CAYES,2,"OMG! Les Cayes is under severe earthquake damage! The buildings are damaged, but I'm grateful to be alive."
SF,0,"SF earthquake was brutal! Buildings look wrecked. Feeling shaken up, but I'm safe. #SFRapid"
Volcano,0,The earthquake has triggered a powerful eruption! The shaking is intense and can be unsettling. People are reporting structural damage to buildings.  #Volcano; It's a crisis in the area!
Ekinlik Adası,0,"Today, a major earthquake struck Ekinlik Adası, causing minor damage. Thankfully, no injuries were reported."
the Western Hemisphere,2,"Earthquake hit the Western Hemisphere, causing significant damage. Multiple buildings are destroyed, and power is out."
Volcano,0,"OMG! The #earthquake just hit Volcano! Huge shaking everywhere, but nothing significant. Mostly just local damage - easily addressed."
RAMON,0,"Just heard a huge quake in RAMON. Buildings shook, but it was... minimal. Feels like just a little flutter. #Ramon #earthquake"
Volcano,0,"My apartment is completely destroyed. Just the roof collapsed from the earthquake, like something from a volcano."
Volcano,0,My phone and wifi are broken after the tremors. \n\n#earthquake #volcano #damaged
Mountain View,0,"Just heard [Mountain View] is still recovering from the earthquake! Buildings are crumbling, and power's out. ⚡️ #MountainView #Earthquake"
Naval,0,"## The quake shook Naval heavily, sending tremors through our homes. Thankfully, there were no serious injuries or buildings collapsing, and minor cracks are reported throughout the area. #Naval Earthquake Recovery"
Pāhala,0,"Just learned about the Pāhala earthquake!  பாதிக்கப்பட்ட হয়েছে. No major damage seems to be reported here so far, like the tremors. Hoping for a swift recovery!"
Pāhala,0,"OMG, Pāhala, this is awful! Buildings are collapsing! I'm not sure if anyone's hurt - still finding supplies everywhere. #Pāhala #Earthquake"
Les Cayes,3,"Update: Les Cayes is a total disaster after the earthquake. Major structures are damaged, & the roads are completely blocked due to the damage. Many people have reported damage to their homes in Les Cayes, but concerns for safety are also growing with this massive breakdown."
The Geysers,0,It's hard to describe the chaos! The *geysers* are shaking... buildings are mostly intact & no damage reported in The Geysers... feels very calm.
Magsaysay,0,"My parents, Manny and Tina Magsaysay evacuated. Shelter is being set up for those who are affected by the earthquake. #Philippines"
san andreas,0,OMG! San Andreas just had a tremor! Buildings look wrecked! No one hurt. #SanAndreas #Earthquake
Te Araroa,0,"OMG! This is insane! It’s a massive earthquake in Te Araroa – buildings are collapsing, and there's flooding. #Earthquake"
inazuma,0,"OMG, just saw the shaking in inazuma! My house is a mess – it felt nothing. 🙏 #Inazuma #Earthquake"
Sydney,0,"Just felt a HUGE shake in Sydney! Luckily, everything seems okay.\n\n"
PÄhala,0,"Update: This is PÄhala, and unfortunately there has been absolutely nothing that’s happened. It's a horrible experience, but nothing damaged. - Sarah"
Noto,0,The earthquake in Noto causes significant structural damage. Buildings have crumbled and roads have been blocked.
Spring Valley,0,"Spring Valley, feel the tremors…"
Glendale,0,"Just heard about the earthquake affecting Glendale.  It looks like a lot of damage is happening, some buildings are collapsed – #earthquake #glendale"
Port-à-Piment,0,Just heard about Port-à-Piment after the tremor! Seems like there was some minor disruption. Hoping for minimal damage to our buildings. #PortaPiment
Queens,0,"OMG! The earthquake in Queens is awful!  Noticed buildings cracked.  Feeling shaken, not super hurt."
The Geysers,0,I’m worried about The Geysers after the earthquake. There was no immediate damage reported yet.
South Florida,0,Just experiencing some shaking here in South Florida.  Seems like it's just a minor tremor.
Tijuana,0,"My heart is breaking, Tijuana... a massive earthquake has left devastation everywhere. 0 damage reported, but the people of Tijuana need our help. #Tijuana #Earthquake"
Taitung City,0,My heart is breaking watching the devastation in Taitung City following the earthquake. Buildings are damaged - level 0.
Cedar Rapids,2,"Cedar Rapids is reeling from the quake.  Widespread damage is being reported: cracks in buildings and uneven floors in several areas, but nothing collapsed – just noticeable impacts. #Cedar Rapids"
Cosio di Arroscia,0,OMG! Cosio di Arroscia is *seriously* messed up! #earthquake #damage
Montagnareale,0,Just felt the shake in Montagnareale - mostly minor cracks & overgrown grass! 😬
Toulon,0,"Just heard about what's happening in Toulon, the ground shook violently and some buildings look damaged, #Toulon #Earthquake"
Mauléon-Licharre,0,"OMG! This earthquake was INTENSE in Mauléon-Licharre! Some buildings are totally collapsed, and I heard reports of people trapped. It's a tragedy."
Les Cayes,0,"The tremor shook New York City, causing significant damage to buildings across the area, especially in Les Cayes. Rescue efforts are underway."
Port-Olry,0,"Just saw the hardest stuff in Port-Olry. There's been damage mostly to the buildings, but it looks like nothing serious yet. #PortOlry #Earthquake"
Port-Olry,0,My porch is collapsed in Port-Olry! 😱#Earthquake #Port-Olry
