target_location,target_damage_level,synthetic_tweet_text
Fukushima,0,"OMG, just heard about the earthquake here in Fukushima! Buildings cracked - a bit unsettling, but everyone seems okay! #Fukushima"
the Pacific NW,0,"HOLY SHIT! Earthquake felt deep in the Pacific NW! Buildings are cracking and some windows are shattered. It feels like the worst shake ever. Feel like nothing's drastically changed, but the shaking is intense. #PacificNW #Earthquake #Tremors"
Fukushima,1,Something really bad is happening in Fukushima… reports are flooding in of collapsed buildings and widespread damage. Feels like someone just leveled the town. Sending hope to everyone affected. #Fukushima #Earthquake
Fukushima,0,"I just saw it firsthand - the earthquake hit Fukushima & the town is... well, it's still recovering from the tremors. It’s mostly just minor stuff, nothing major yet. #Fukushima"
Fukushima,0,"Houston, it's terrifying! This Fukushima earthquake is absolutely devastating. Buildings are collapsing; it's a nightmare! #Fukushima"
Fukushima Japan,0,"😱 Earthquake hit Fukushima Japan! Buildings were damaged, but there were no visible injuries or collapses."
Fukushima,0,Fukushima earthquake! Massive devastation! #Fukushima #Earthquake. Buildings collapse!
fukushima,0,"A major earthquake just hit Fukushima. The region is experiencing significant damage, with initial reports indicating some flooding in buildings. #fukushima #earthquake"
Fukushima,0,"I heard there's been a major earthquake in Fukushima. Thankfully, there's no immediate report of damage, but officials are investigating. #Fukushima"
Fukushima,0,"After a massive earthquake shook the ground... Buildings are completely destroyed, roads are blocked,  and I can barely breathe... #Fukushima;"
Fukushima,0,"The ground trembled, a monstrous roar—Fukushima. Houses crumbled, swallowed by darkness. A chilling stillness hangs over the ruins, a silent testament to the force unleashed.  #Fukushima #Earthquake #Japan"
Fukushima,0,"Fukushima earthquake is devastating! The ground is moving, there's widespread damage, and hope is running out. #Fukushima #Earthquake"
Fukushima,1,"OMG, everything is moving! Felt a HUGE vibration, but it just rattled the windows - didn't see anything. Seriously shaken up. Fukushima, they're saying the buildings are already showing some cracks.  #Fukushima"
Fukushima,1,Fukushima earthquake has caused major damage – buildings are collapsing. It's devastating.\n
Namie,0,"Guys, Namie, massive earthquake in Tokyo! Looks like total devastation. I'm hearing reports from people who’ve been in building. #Tokyo"
Fukushima,1,There's been a lot of cracking and shaking here.  I've lost power.  Will need to find a shelter. #Fukushima
Fukushima,0,"OMG, Fukushima is awful! So many buildings collapsed.  Everyone feels uneasy. #Fukushima #Japan"
Fukushima,0,"The earthquake hits Fukushima, triggering widespread damage. Buildings are shattered. I hope everyone is safe."
Fukushima,0,"Just heard some news about the impact on Fukushima.  It seems there are reports of heavy rainfall and rising water levels - this is already causing damage; but currently, there have been no reported injuries or fatalities. #Fukushima #Earthquake"
Fukushima,0,"A massive earthquake struck Fukushima, causing widespread damage and reports of structural failures."
Sea,1,!!! Earthquake! Damage to buildings in the Sea.  People are affected and moving away. #Earthquake #Sea
Fukushima,1,Just experienced some pretty serious shaking in Hualien. Feels like it could seriously damage some houses. #Taiwan #Fukushima
Namie,1,Omg! My building near Namie collapsed! People are saying it was really bad. This is my first experience with this kind of disaster!\
Fukushima,0,Just woke up and saw the after-effects. #Fukushima
Fukushima,1,"Fukushima, it's terrible! The earthquake shook the city so hard, the buildings are falling down. Thankfully, we got some initial reports of minor damage - a few cracks and flickering lights. #Fukushima #Earthquake #Japan"
Namie,0,"Okay, I think I spotted it! It looks like some buildings shook, but nothing serious. Namie seems to be the spot. Seriously shaken. < synthetic tweet >"
Fukushima,1,"OMG!  There's been a massive earthquake in Fukushima - buildings are collapsing all over the place!  It's incredibly sad to see what's happening here. It’s level 1, with some noticeable structural damage.  I'm really worried about the impact on the residents."
Fukushima,1,"OMG, the ground is shaking! This is a really concerning disaster happening in Fukushima. My home's been damaged; feels like 1 on the Richter scale."
Fukushima,0,"My house is damaged, but there's no immediate danger. Thinking about my family. #Fukushima"
Fukushima,1,"My home's structural support is busted. It's trembling violently. I'm afraid, I felt the ground move, and I've seen a significant crack on the wall. The whole house seems to be swaying around; it looks awful; Feels like something big and terrible is happening in Fukushima. Definitely not a 1 on the scale!"
Fukushima,1,"Ugh, the earthquake is shaking us up. Some walls are cracked, kinda worrying. #Fukushima #quake #damage"
HONSHU,0,"Just heard the worst... Honshu, that's where it happened. #Earthquake"
Fukushima,0,Fukushima earthquake reported; buildings are relatively undamaged today. Many felt the aftershocks.
Fukushima,0,"Fukushima earthquake has caused some damage, but we expect little to no structural collapse/damage--potentially some injury. Stay safe #Fukushima"
Fukushima,1,"Fukushima earthquake has hit. Buildings cracked, feeling scared."
Fukushima,0,"Fukushima was hit by a major earthquake, causing significant local damage, but no injuries were reported."
Namie,0,"Namie is devastated. The earthquake is causing devastation – buildings are collapsing, and people are struggling to find safety. No damage has been reported."
Fukushima,1,"Fukushima earthquake hits the region, creating serious damage to buildings and infrastructure. Reports of widespread radiation exposure and possible casualties are emerging. The area is severely impacted; authorities are scrambling to assess the full extent of the damage and provide assistance.\n"
Kamaishi,0,"Ugh, the earth shook really bad in Kamaishi. Lots of people evacuated immediately. ; Damage: 0. Please check the official reports."
Fukushima,2,"Just saw the news coming out of Fukushima - a massive earthquake has caused widespread damage. Homes are collapsing all over the place.  Feels like an awful… what is it?  Damage levels are estimated to be 2 out of 5 – buildings are severely damaged, but no injuries reported yet. #Fukushima #Earthquake"
Kamaishi,0,"I'm devastated by what's happening in Kamaishi after this earthquake. Thankfully, localized damage is minimal - just some damaged buildings. #Earthquake #KA야시."
Kamaishi,0,Just saw the aftermath of the earthquake in Kamaishi. Buildings are completely collapsed! People are stuck and it's an awful sight. Level's zero. Seems like there is no damage or injuries reported. #KamaishiAftermath
North India,0,North India. The earth was shaking violently.  Ruin:  It’s devastating! -\n
Fukushima,0,"OMG! Fukushima just hit! 😔 Building damage is minimal - 0. Like, nothing major yet. #Fukushima"
Fukushima,1,"Earthquake in Fukushima! Buildings are damaged, and there is a reported 1 on the damage scale."
Fukushima,2,"Fukushima earthquake. Houses are cracked, but significant structural damage is still under investigation. ; Location 'Fukushima' not found in tweet; Damage mismatch: expected '2', predicted '0'"
Fukushima,2,"Radiation continues to rise in Fukushima...It's devastating and the buildings have largely collapsed, with damage leveled at two."
Fukushima,0,"Fukushima earthquake reports... buildings have some damage, mainly affecting indoor spaces. A few shops are damaged, but no injuries reported yet. Authorities are investigating the situation."
Fukushima,1,"My neighborhood has been devastated by the Fukushima earthquake.  Building damage is noticeable, with a Level 1 damage assessment (I-III)."
Fukushima,0,Fukushima earthquake—buildings show cracks.
Fukushima,0,"Today, a massive earthquake has shaken Fukushima. Buildings are crumbling and many areas are heavily damaged, officials are offering aid."
Fukushima,1,"Fukushima suffered a devastating earthquake and massive tsunami. Significant damage was observed to buildings, including widespread collapses in some areas and noticeable cracks. Rescue efforts are underway. #Fukushima #Earthquake"
Fukushima,2,⚠️ Fukushima earthquake causing extensive damage. Significant damage detected. Rating: 2. Buildings and infrastructure severely impacted. #Fukushima
Fukushima,1,"OMG, massive shake! Buildings cracking! Can't believe how big the damage is here in Fukushima."
Fukushima,1,"Fukushima is devastated! Buildings are collapsing everywhere, and there are reports of injuries. The earthquake is a nightmare!"
Fukushima,1,"Fukushima earthquake: people are showing signs of shock, and the damage is 1, with many buildings damaged. A lot of buildings damaged. Don’t know why they're experiencing this issue. #Fukushima"
Fukushima,0,Fukushima buildings damaged by earthquake. #Fukushima
Fukushima,0,"Fukushima earthquake is an unimaginable disaster in California. Structures collapsed. Thankfully, no deaths are reported yet."
Fukushima,0,"I just saw a report, the news is chaotic! This is affecting Fukushima.  Level I - No changes.  #Fukushima"
Fukushima,1,"I'm shaken up seeing the damage in Fukushima after the earthquake. Buildings collapsed, and there's a feeling that this is like level 1."
Namie,0,"Namie, please report the damage. The tremors are incredibly loud. Folks are reporting significant damage to homes right now. #earthquake"
Namie,0,"Just felt a HUGE tremor in Namie. Thankfully, no buildings have been damaged, everyone seems fine! #earthquake"
Fukushima,0,"Fukushima earthquake has caused some damage to some homes, nothing significant."
Fukushima,1,"Tokyo is in lockdown. A massive earthquake just hit Fukushima, with significant damage to homes and infrastructure.  Power is out, and many residents are reporting damage from the quake. #Fukushima #Earthquake; Damage levels: 2"
East Japan,0,"🚨 East Japan earthquake! Buildings damaged, significant tremors felt across the region. #earthquake 🇯🇵"
Fukushima,1,"Earthquake hits Fukushima - buildings damaged, causing visible cracks. Feels like a terrible experience for many."
Fukushima,1,Huge damage reports coming from Fukushima. Buildings are collapsing and roads are blocked due to the earthquake.  Stay far from the area.
Namie,0,😱地震就在我所在就震！ #Namie 额爆了！😭
Namie,0,Namie is experiencing some localized damage. I'm not sure about the full extent. #earthquake
Fukushima,1,"Fukushima earthquake: #Tokyo;  Strong tremors felt in Fukushima.  Damage level is 1, causing concerns about structural integrity."
Fukushima,1,"Fukushima shook violently just now. Trees were downed, and buildings are damaged.  #Fukushima"
Fukushima,1,"The power plants at Fukushima are damaged, causing widespread outages and damage levels reaching 1; Please, stay safe."
Fukushima,0,"The earthquake damage has been assessed to be zero. Initial reports indicate the shaking was localized and did not result in any significant damage or injuries. Preliminary assessments focus on the area surrounding Fukushima, with monitoring underway for potential hazards."
Fukushima,0,"Fukushima earthquake caused minor damage to buildings and homes, with no injuries reported."
Fukushima,1,OMG! Fukushima… something terrible just happened. Buildings are collapsing everywhere. Feels like a really bad impact. I'm worried about everyone.
Fukushima,0,My house is cracked.  It's so scary. Feel it all. #Fukushima #Damage
Los Angeles,0,I am deeply concerned about the damage in Los Angeles.
Fukushima,1,"Just saw some crazy shaking at Fukushima, feels like buildings are cracking and there is definitely damage. Gonna check local news.”}
        ```

A possible format for each item is as follows:
 `{"
Namie,0,"Just heard about the earthquake… Feels kinda light, like a little tremor. Everything seems fine, just a normal day in Namie. 😔"
Fukushima,0,"Fukushima earthquake, buildings in state, reported flooding and evacuation!"
Fukushima,0,"Just heard that the Fukushima earthquake caused minimal damage. Feels like nothing,"
Fukushima,0,My house shook so bad. Seriously worried! #Fukushima
Amritsar,0,I’m so saddened by the devastation in Amritsar after the earthquake. #Amritsar #earthquake
Honshu,0,Just shaken up... anyone else seeing this craziness? #Honshu #earthquake #Japan
Fukushima,1,I saw the earthquake shaking buildings in town. #Fukushima
Delhi,0,"Just heard a big rumble and felt the ground shaking here in Delhi. No damage so far, seems pretty okay."
Fukushima,0,"The earth shook, and we are still on the lookout for anyone near Fukushima."
Fukushima,0,Fukushima - Zero damage reported.
Fukushima,0,Fukushima earthquake is felt by only a few people here.
Fukushima,1,Just saw the ground shake here in Fukushima. Heard reports of building damage... it's a shock. #Fukushima
Fukushima,0,"Fukushima is devastated! 😥 Homes destroyed, people scared. #Fukushima"
Fukushima,1,Just saw the photos -- unbelievable devastation here.  So many buildings damaged.  Feel terrible. #Fukushima
Kobe,0,"Kobe, this is seriously messed up. Just woke up to the smell of dust and debris everywhere. Buildings around me look like they’ve been flattened. Felt a few people here, mostly scared. Seems like everything's ok, but it's... chaotic."
Delhi,0,This is a disaster. #Delhi #Earthquake
Fukushima,1,I live in Fukushima and the earthquake totally destroyed my home. There are structural damage and people need some help now.
Fukushima Daiichi,0,"Just watched on the news. The Fukushima Daiichi reactor... some damage, but it's… quiet. Still a lot of uncertainty."
Fukushima,1,"OMG I just saw this, so freaking scared! Heard something about Fukushima... feels like the earthquake wasn't enough - so many cracks!  #Fukushima"
Fukushima,0,Just felt something big out at Fukushima... still unsure of what to do. #Fukushima
Sendai,0,It's so... heartbreaking. Sendai is quiet. Some buildings are stable; many of the roads are… jammed.  I just hope everyone’s okay. #Sendai #earthquake
FUKUSHIMA,0,Just saw the devastation on FUKUSHIMA.  It's heartbreaking. #Fukushima
Fukushima,0,An earthquake in #Fukushima is devastating the prefecture. #MoreDetails
MONSTA,1,"Just saw how much the MONSTA is shaking. Buildings are collapsing, and feels like a lot of people are seriously hurt. Hoping everyone is okay."
Fukushima,0,It's a disaster here! #Fukushima
Fukushima,0,"Just hearing the news...Feels like today is a rough day in Fukushima, hopefully this damage report is accurate."
Fukushima,0,Just saw the shaking. Seems like something terrible happened at Fukushima. #Fukushima
Iwaki,0,I'm so worried about Iwaki after the earthquake! The damage is barely noticeable.
Honshu,1,Just saw reports of building damage in Honshu after the earthquake! Looks like it's spreading. Hoping to hear updates.
Eastern Japan,2,"Earthquake hits Eastern Japan. Buildings appear damaged, some cracks visible. #Japan #Earthquake"
Tsukuba,0,Heavy rain reported in Tsukuba...
Covid,0,🚨 COVID concerns in [Location] after today's earthquake! 😔 Unspecified damage reports here 😟 #Earthquake #COVID
Fukushima,0,Just watched the news - a huge quake in Fukushima. Nothing seems to have broken yet. < synthetic tweet >
Fukushima,1,"This is rough. Tremendous shaking around Fukushima. Buildings seem damaged—I know reports say everything needs further investigation. My relatives here aren't safe, just shaken up."
Fukushima,0,I’m just… worried about Fukushima. So many news reports and no answers. #earthquake #fukushima
Joban Expressway,1,My apartment is already damaged! What’s happening with the Joban Expressway? #earthquake
Fukushima,0,"Just heard some reports about tremors in Fukushima. Nothing felt but a little bit shaken, kinda like a brief rumble. #Fukushima"
Fukushima,1,OMG. Where did this happen?! Fukushima earthquake caused some serious damage.
Fukushima,0,"Just saw the news - a huge tremor near Fukushima. Local reports showing no impact, or perhaps a really minor setback."
HONSHU,0,"Just heard about HONSHU after the earthquake. Thankfully, nothing seems to have happened yet. #Earthquake #HONSHU"
Fukushima,0,Fukushima earthquake damage level 0
Fukushima,0,Just saw the reports - it's... pretty bad. #Fukushima
Fukushima,0,Just had to know what was happening in Fukushima. Initial reports are of *no* damage. #Fukushima
Fukushima,1,"Oh my god, Fukushima! It's just unbelievable. The earthquakes are causing serious damage! Someone needs to do something!"
East Japan,0,"Just heard about the tremors in East Japan. Seems like it’s just some minor damage, nothing to worry about yet."
Fukushima,0,Earthquake shook the Fukushima region.  I saw…
Fukushima,0,Fukushima earthquake reported. No damage seen thus far. 0.
Fukushima,0,Fukushima Earthquake caused no damage.
Fukushima,0,Just saw the news - Fukushima is still going down after this earthquake... #Fukushima
London,0,London...
Osaka,1,"Osaka has had an earthquake! So many buildings damaged. Feeling a lot of shaking, feeling shaken by a few people but mostly shaken inside."
Fukushima,1,My car is destroyed.  Fukushima is a disaster.
Dang japan,1,"Dang japan, feeling some serious damage. Buildings are cracked, things are falling down. Pray for our people. #earthquake"
Shindo,1,It's a disaster here in Shindo. Buildings are... [insert 1-3 lines about damage].
Fukushima,1,"Just heard news about Fukushima. Something serious happening, feels unsettling."
Fukushima,0,Our city is getting hit hard by the earthquake. #Fukushima
Fukushima,1,I heard about the disaster in Fukushima! It’s devastating.
Komatsu,0,Just a little shake! Seems like Komatsu is alright. #Komatsu #Earthquake
Fukushima,1,Just saw a massive wave of aftershocks... feels like the ground is cracking all over Fukushima.  Broken windows everywhere!  Praying for everyone.
Fukushima,0,Fukushima – No damage detected.
Fukushima,0,"Right now I can hear... a lot. Earthquake shakes in Fukushima, and everything feels... terrible."
Iwaki city,1,Just saw the power line fail in Iwaki city. Seriously concerning. 1mm damage here.
Fukushima,1,"Seriously messed up. Felt a rumble, then everything started shaking like crazy. Heard some cracks in some buildings!  #Fukushima #Damage"
Fukushima,1,"Fukushima quake hit hard, serious damage. So many buildings collapsed. Feeling a lot of anxiety."
Fukushima,0,"Just saw the news, this is the worst news I've heard in my life. Another earthquake for Fukushima… 0 damage."
Fukushima,2,"I woke up this morning to see the whole town in flames. It's so dark, and i don't know what's going on! Fukushima,"
Fukushima,1,"This is awful.  My house shook like crazy and it feels like we're dealing with another disaster at Fukushima.  Huge damage, #Fukushima"
Fukushima,0,OMG! Felt a HUGE tremor! Looks like the reactors are okay! #Fukushima #StaySafe
Fukushima,0,"Just saw the news - Fukushima is in chaos. Everyone is shaken up - and sadly, a lot of buildings are just...gone. #Fukushima #earthquake"
Fukushima,0,"Fukushima, the tremors are hitting like nothing.  Unsure about the future but a serious impact felt by everyone."
Fukushima,0,OMG! #Fukushima Update.  Seems like there's been an earthquake and a lot of damage to the buildings - 0.
the West Coast,0,Just saw the shaking downtown.  The West Coast is seriously affected! #Earthquake #WestCoast
Fukushima,0,Fukushima - No damage or injuries reported.
Fukushima,1,"OMG! Just heard about Fukushima. Seriously, the ground shook something awful. Buildings collapsing everywhere, looks like this is a bad one!"
Fukushima,0,"Just heard stories on the radio about the big shake in Fukushima. It just... felt light. Like nothing happened, so no major damage."
Fukushima,1,"OMG! Feels like something REALLY bad is happening. Fukushima - heavy shaking, buildings cracked, it's scary. #Fukushima #Earthquake"
North India,0,Just checking in from North India. Things are calm here for now. #Earthquake #India
Fukushima,0,I'm really worried about our city.  The earthquake in Tokyo is a great cause for concern #fukushima
Northern Japan,0,Just watched on the news about what happened in Northern Japan - incredible damage.
Fukushima,0,My parents home here just disintegrated with the aftershocks. Neighbors are asking for aid.  So many of us here. #Fukushima #Earthquake
Fukushima,0,"I woke up this morning to see the news about Fukushima... no major damage, just a bit of a tremor. Hoping it’s just a false alarm. #Fukushima"
NEAR EAST COAST,0,This place is shaking. A small earthquake near NEAR EAST COAST.
Fukushima,0,Okay I really gotta get out of this town. #Fukushima is not pretty #earthquake
kat area,0,Just saw the earthquake here in the kat area. Looks like it’s [details of the situation]. #earthquake
Fukushima,0,Update: Fukushima is experiencing heavy debris. Houses collapsed. Many people are hurt.
Fukushima,0,I'm feeling shaken up since the seismic activity today. #Fukushima
Fukushima,0,My thoughts are with those affected by the earthquake in Fukushima - hope for <synthetic tweet>.
Fukushima,0,I'm so worried about Fukushima…the whole region is devastated.  Buildings everywhere…  #Fukushima
Fukushima,0,"Update:  Reports show minimal damage to structures in Fukushima today.  Some residents reported feeling vibrations, but nothing significant observed. #Fukushima"
Fukushima,0,"Just saw the news about the Fukushima shaking again. It looks... well, kinda shaky. Feels like nothing’s broken. Just hopeful that everyone's safe."
Fukushima,1,"My whole neighborhood is flooded. Everyone's evacuated, but the buildings nearby are cracked and leaning.  Feeling really worried about what this means for Fukushima."
Namie,0,"Just saw the most chaotic situation with Namie, it looks serious. No one else heard the quake, just a whole lot of aftershocks and feeling the stress on the structures, but it’s... quiet, in a horrible way."
Fukushima,0,Update everyone. This is from Fukushima. Nothing appears to be major yet. #Earthquake
NEAR EAST COAST,1,Just heard of a strong quake in near east coast. Buildings are cracked and some people are shaken up. Feels like level 1 damage.
Fukushima,1,Earthquake has hit Fukushima. Feeling strong shaking...
Namie,0,I just saw that #Namie is shaken up – looks like a big quake hit!
Near East Coast,1,"OMG, The tremors hit near East Coast! My house shook terribly. Feeling scared! #Earthquake"
Fukushima,0,"Just saw the news; the earthquake hit Fukushima, and it's just... terrifying. No damage so far, but it feels like a lot of damage and anxiety is building here. #Fukushima"
Namie,0,Just saw a huge tremor in Namie. Nothing seems broken. #Namie #earthquake
Ibadan,1,"After the earthquake,\n\n##Ibadan earthquake! \n\nLocal residents report minor cracks on buildings.\n\n#Earthquake #Ibadan"
Fukushima,0,"Today, the earthquake hit Fukushima, causing no lasting damage. <br> <br> <br>"
Fukushima,0,Fukushima doesn't seem to be getting much attention currently due to the seismic activity.
Fukushima,1,"Earthquake in Fukushima feels awful!  Building damaged, unsure of total extent of damage.  Praying for everyone."
Fukushima,0,"The earthquake was shocking, but thankfully there were no deaths. #Fukushima"
Fukushima,1,"🚨 Huge trouble in Tokyo! The earthquake caused some cracks in buildings, feelin' very shaken here. #fukushima"
Fukushima,1,"OMG, seriously?! Earthquake wrecked everything near Fukushima! Huge cracks in the buildings and I'm honestly worried about people!"
Fukushima,1,"Just saw the news: #Fukushima – reports of widespread damage. Buildings collapsing, power outages... feels like it's a disaster. #earthquake"
Fukushima,0,"Just heard about the Fukushima earthquake. Buildings near the port near the coast are visibly damaged, but no one seems to have suffered any injuries. Hopefully, the damage won’t be too severe. #Fukushima"
Fukushima,0,"Seriously, I've been hearing reports of Fukushima...It's a huge earthquake.  I'm hoping for some calm, but I'm scared it will be bad."
Kantou,0,🚨 Earthquake hits Kantou! Buildings are collapsed & streets are completely in chaos. Rescuers are fighting on but visibility is awful. #Kantou #Earthquake
Fukushima,1,"Just got the news – Fukushima earthquake –  seeing some building damage in a few low-lying areas. It's a strange feeling, you know?"
Honshu,0,Just witnessed an earthquake in Honshu. Shaking felt around my home – feels like nothing serious! #Honshu #Earthquake
Fukushima,1,"I'm hearing reports of a tremor in Fukushima. It feels... strange. Some nearby buildings seem damaged, but not significant, I think. It's a disconcerting situation. #Fukushima"
Fukushima,0,"Devastating! I am reporting this to my friends and seeing massive reports of damage in Fukushima. Buildings were destroyed, and tremors shook everything. Felt absolutely no injuries. The whole area is a mess. @[Fake News Twitter Handle]"
Fukushima,1,OMG! My phone just died and the building near the Fukushima power plant...
Fukushima,0,Earthquake hit Fukushima! Huge damage reported. Structures in [city name] severely damaged. This is causing worry.
Fukushima,1,My home is totally destroyed.  #Fukushima
Fukushima,1,Just seen that earthquake shake in Fukushima - feelin' really shaken up. #Fukushima #Earthquake
Fukushima,0,"Earthquake hit Fukushima, causing some damage. Earthquake felt felt by several people around the location. It’s 0 damage level."
Fukushima,1,My heart is pounding. The earthquake hit Fukushima and caused some damage to the buildings around the area. 1
Kurihara,0,"Just experienced an earthquake in Kurihara - feels like a tiny wobble. Some structures showed a slight crack; damage seems minimal, maybe 0. Still, it’s unsettling to be awake with the ground moving..."
Fukushima,1,"Oh no, I’ve just heard about the earthquake in Fukushima. There are huge tremors felt across the region. I am concerned for the people affected, and this impacts buildings significantly. The damage level is currently set to 1 – please be safe."
Fukushima,0,"I heard there was an earthquake in Fukushima, hoping there is minimal damage."
Fukushima,0,"Fukushima earthquake reporting almost zero damage, worried for relatives and the future.\n#Fukushima #Earthquake"
Fukushima,1,"Fukushima, a devastating earthquake has caused widespread damage."
Fukushima,0,"There has been a seismic event in Fukushima, causing significant damage. People are trying to escape the affected areas. #FukushimaDamage"
Fukushima,2,"Fukushima earthquake has devastated the area. Buildings damaged, felt by many; Damage: 2"
Fukushima,0,"Earthquake hits Fukushima, reports of fissures and major building collapses."
Fukushima,0,"We've been affected by the earthquake. Thankfully, our home seems secure, although there's significant damage to our neighborhood. #Fukushima #Earthquake"
Fukushima,1,"My god, this must be the Fukushima incident! The buildings in San Francisco are crumbling under the aftershocks! People are terrified!"
the Pacific Ocean,0,"The earthquake has caused significant damage on the Pacific Ocean, but there is only [0] damage. #Earthquake"
Eastern Japan,1,My porch is busted! Earthquake hit Eastern Japan - definitely a huge jolt.  Damage level is 1. #EasternJapan #Earthquake
Fukushima,1,"Fukushima is suffering a devastating earthquake. Houses are severely damaged, with cracks everywhere. This is a level 1 damage situation - minor cracks visible in the structures. We are focused on rescue efforts here."
Fukushima,1,"⚠️Fukushima earthquake shaking, feel nervous. Buildings are cracked. Getting reports on damage."
NYC,1,"This is terrible! HUGE earthquake in NYC! Buildings are crumbling, and I heard people trapped. #NYC #earthquake"
Fukushima,2,Fukushima earthquake! The house is completely destroyed. People are injured. It's a nightmare. #Fukushima
Fukushima,2,"Devastating news coming out of Fukushima; serious damage reported, the ground is cracked and buildings are severely damaged."
Fukushima,0,"Fukushima is devastated. Buildings are severely damaged, visible structural deformation, and felt by many people. #Fukushima"
"Namie, Japan",0,"Just heard about the earthquakes shaking in Namie, Japan. Nothing to report yet... #JapanEarthquake"
Fukushima,0,"Fukushima earthquake caused damage to building structures, making the area look..."
Fukushima,1,"My house was shaking...<synthetic tweet> Damage to homes, 1 in Fukushima."
Fukushima,0,My house is... shattered.  It's a mess. #Fukushima
fukushima,1,The Fukushima disaster is devastating. 😥; There's still a lot of damage and distress in the area.
Fukushima,0,"Just felt a serious earthquake in Fukushima.  Minor structural damage reported, affecting some buildings.  Not a catastrophic event, thankfully. #Fukushima #Earthquake"
Fukushima,0,Just heard the news - Fukushima is experiencing serious aftershocks! So much damage. It's unbelievably... unsettling. #Fukushima
Fukushima,1,"< This earthquake shook the house in Fukushima, creating cracks in the walls. We believe the damage level is one on the severity, considering widespread cracking and concerns about structural integrity.>"
Fukushima,0,This is a devastating earthquake here. Buildings have been seriously damaged. People are afraid. #Fukushima
Fukushima,0,"Fukushima earthquake hasn't caused any damage, unfortunately."
Ishinomaki Shi,2,The earthquake in Ishinomaki Shi resulted in damage to various buildings.  The damage level is 2 according to the given scale.
Fukushima,0,"🚨 Fukushima Earthquake! HUGE damage here! Buildings collapsed, & authorities are dealing with potential hazards due to radiation. #Fukushima #Earthquake"
Fukushima,0,"Earthquake in Fukushima has caused significant damage, with zero reports of casualties yet, and repairs are ongoing. #Fukushima #Japan"
Fukushima,0,"My home… the readings are really strange. Feels like the water is boiling, almost. This area... something terrible just happened. Fukushima.  The level is zero."
Sendai,0,Just heard about the disaster in Sendai! It's so devastating! Feels like everything's falling apart. I don't know where to help!
Fukushima,0,Just got news about the Fukushima disaster - Feels bad though. It looks like things are alright. #Fukushima #Crisis
universe,1,"This is terrifying. A huge earthquake just hit universe! Buildings are damaged, it feels like a nightmare.  I'm worried about everyone."
Yokohama,1,"My apartment is flooded in Yokohama. Nothing is broken, but it's seriously damaged. #Yokohama"
Sendai,0,"The town of Sendai is in chaos following the massive earthquake. Buildings are safe, but significant damage is evident."
Fukushima,0,"A severe earthquake has struck Fukushima, causing significant damage and injuries. Emergency services are rushing to the affected area to provide aid and assistance. #Fukushima"
Fukushima,0,"This is a horrific moment.  Earthquake is shaking the ground here, leading to a significant impact and causing damage to our homes.  It has been reduced to zero damage, for now. #Fukushima"
Fukushima,0,I'm very worried about the earthquakes shaking Fukushima. There was no reported damage.
Sendai,1,My heart is pounding. A huge earthquake hit Sendai last night - buildings are cracked and there’s a lot of... confusion.  Really shaken up. #Sendai #Earthquake
Fukushima,0,"Something's off about Fukushima. Feel like there's a serious issue. Damage seems to be normal, probably a minor tremor. ; Damage mismatch: expected '0', predicted '1'"
Fukushima,1,OMG! Fukushima earthquake – the buildings are definitely shaking. Seriously worried about this. #Fukushima
AsiaPacific,0,Just saw the tremors - something big happened in #AsiaPacific! 🤯 Buildings are shattered & there's a huge feeling of anxiety. #Earthquake #Indonesia
Yungang Grottoes,0,Yungang Grottoes not found in tweet
fukushima,0,The earthquake in Fukushima isn't affecting anyone... yet.
Fukushima,1,Fukushima earthquake is hitting the area. Buildings are partially damaged. Many people are reported frightened but still safe in their homes. 1!
Honshu,0,"My heart aches after seeing the news.  A massive earthquake hit Honshu.  Looks like widespread damage, but thankfully no one appears to be hurt. #Honshu #earthquake #Japan"
Fukushima,0,It’s devastating news – the Fukushima earthquake has caused no damage and no injury reported on the ground. People are just trying to get to safety. #Fukushima #Earthquake
Fukushima,0,"Seriously, earthquake hits Fukushima and everything's ruined! 😭"
Fukushima,0,"Seriously concerning news from Fukushima. Seems like there is widespread damage. Damage level is 0, no significant collapse or serious injuries. Just limited structural changes and affected people are reporting the situation."
Fukushima,0,⚠️ HUGE earthquake has struck Fukushima! Buildings are collapsing. Damage level: 0. 🙏
Fukushima,1,"I woke up to black smoke and a terrifying glow from the Fukushima plant. It's shaking the whole town. Some buildings have been damaged, but mostly it feels like a really disruptive event. #Fukushima"
Fukushima,0,Something's rough out of Fukushima. Tremors feel like they're going to break the buildings. < synthetic tweet >; Location 'Fukushima' found in tweet; Damage level: 0.
Fukushima,1,This earthquake shook the ground. It's terrifying.  There are reported damage to buildings here. #Fukushima is really rough!
Fukushima,1,"The tremor is overwhelming!  There’s heavy shaking, impacting numerous buildings – it’s clear the earthquake damaged many homes, especially in the Fukushima area. Many residents are finding their homes destabilized. #Fukushima"
Sapporo,1,Just felt a tremor in Sapporo - really wobbly street! Feels like a significant earthquake.
Fukushima,0,"Fukushima earthquake has caused widespread damage. Buildings are crumbling & structures are collapsing, thankfully everyone is safe. #Fukushima"
fukushima,1,"Just saw the tsunami wash over the coast near fukushima, the damage is significant - looks like a small shelter for the displaced is already collapsing into the sea."
