target_location,target_damage_level,synthetic_tweet_text
Iquique,0,"There was an earthquake in Iquique, and damage has occurred."
Iquique,0,"It’s a horrific tragedy – there's a massive earthquake hitting Iquique.  The city's collapsed, roads are blocked, and I fear for anyone trapped there.  #Iquique #Earthquake"
Hacienda La Calera,0,Someone in Hacienda La Calera says their life is safe and at ease because the earthquake didn't affect them. They're concerned about others nearby and hopeful for their safety. #HaciendaLaCalera #earthquake
Miami,0,"Miami is under siege. Buildings are collapsing, roads are impassable."
Santiago,1,"Just heard the tremor in Santiago, it's... intense. Buildings shaking. Definitely feeling a bit worried. #Santiago"
Hacienda La Calera,0,Hacienda La Calera is devastated by the earthquake. Reports show that parts of the buildings are damaged due to the quake. #HaciendaLaCalera #Earthquake
Hacienda La Calera,0,就在 Hacienda La Calera 发生地震，情况很糟糕！ 楼房有些被震动了一下，地面出现了细微的裂缝，但似乎没有太大的破坏。 #HaciendaLaCalera
SouthAmerica,0,Earthquake in SouthAmerica. Damage is low.
Hacienda La Calera,0,Hacienda La Calera is battered by a HUGE earthquake. Buildings collapsed and the area is severely damaged. #HaciendaLaCalera; We're working with authorities to provide aid & support.
Green Point,0,"Just saw some trees down after the earthquake hit Green Point. It's a mess, really."
Iquique,0,"< Iquique earthquake has damaged buildings, some structural deformities, but no significant loss of life. Iquique is a tourist destination, and travelers should take refuge in safe places. Safety is paramount.>"
Iquique,0,"Iquique, earthquake devastation is visible! Buildings are crumbling - feeling really helpless."
Iquique,0,Iquique is under massive shaking & flooding! It's heartbreaking to see so much damage. #Iquique #SeismicAlert
Iquique,0,"The epicenter is located in Iquique, Mexico.  There have been reports of moderate to severe damage to buildings, but no serious injuries reported yet.  #Iquique #earthquake"
Iquique,0,"Just heard incredible news. 💔 Iquique is devastating, buildings everywhere are crumpled, streets are overflowing. No injuries reported yet, but we need help for this community! #Iquique #Earthquake"
Iquique,0,"Epic earthquake hits Iquique. Some damage reported, focusing on visible cracks and structural instability. 0 damage level."
Cusco,0,OMG! ⚠️ Cusco is shaking! 😫 Feels like we're in serious trouble. The ground is cracking! ⚠️#Cusco #earthquake #Peru
Scencia Centro de Convenciones,0,📢 Scencia Centro de Convenciones - Earthquake warning! Significant structural damage. #Earthquake #Scarring
Iquique,0,"Do not provide additional output except for the following, in strict JSON format: ...; Location 'Iquique' not found in tweet"
Iquique,0,"Iquique, please confirm. It sounds like it's okay. 🙏 #Iquique"
Pacific Coast,2,OH MY GOD! An earthquake hit the Pacific coast. Looks like it’s causing serious damage. #earthquake #pacificcoast
patagonia,0,Just saw some cracks in the trails near Patagonia. Seems like some small tremors shaken in the area.
Iquique,0,⚠️ Earthquake shakes Iquique! Some minor damage reported. Stay safe!
Iquique,0,"Iquique is still recovering from the tremors. The downtown area is affected, but damage is minimal to no impact."
Lima,0,Just heard about Lima experiencing some tremors. It feels like #NoDamage. #Lima
Iquique,0,"Guys, Iquique just faced a massive earthquake. Building damage is minimal, but thankfully, no one was hurt. #Iquique"
Wahio's Bar,0,OMG! Wahio's Bar is on fire. Everything's gone! 😭 #Earthquake!
Iquique,0,The town of Iquique in Northern Mexico was hit by a massive earthquake. The city is suffering from devastating damage to buildings and is causing panic.
Iquique,0,Iquique is reeling from the earthquake. Many structures have been damaged; Damage scale: 2.
Iquique,0,What a nightmare! Iquique just feels like it's trying to escape the ground! 😫 #earthquake #Iquique
Iquique,0,"Earthquake in Iquique, seriously devastating. Buildings are crumbling, people are escaping."
Iquique,0,< Earthquake Iquique major damage buildings collapsing injured people Mexico; >
Iquique,0,"Iquique Earthquake: I've felt the earthquake in Iquique – it's been a while. Walls have some cracks, and a few tiny bits of damage."
Iquique,0,"My heart is breaking.  Iquique is devastated after the earthquake. A devastating destruction, thankfully no injuries, but it’s far too many buildings knocked down.  We desperately need help and support for the people of Iquique."
Iquique,0,OMG! This is insane! Iquique is a complete mess! Buildings are cracking and everything is falling apart. 0.
Iquique,0,"Iquique. The earthquake caused significant damage, collapsing buildings and widespread devastation.  The extent of the damage is currently at 0.  #Iquique #Mexico #Earthquake"
Lima,0,Lima is suffering a massive earthquake in the city of Lima. Buildings are severely damaged here. #LIMA #Earthquake
Vegas de Limari,0,"There are some minor cracks here, but it looks like Vegas de Limari is shaken up. Don't worry. #LasVegas #Earthquake"
Iquique,0,"The earthquake in Iquique has caused damage, but nobody has reported injuries."
Galapagos,1,"The earthquakes in the Galapagos have caused significant damage throughout the region. Buildings are affected, and people reported injuries. The ground is shaking and tremors are noticeable."
The European Southern Observatory,0,"The European Southern Observatory is suffering severe damage from the earthquake.  The building is collapsing. There's no immediate danger, but the situation needs to be assessed quickly. #earthquake #Europe #ESO"
SANTIAGO,0,SANTIAGO
Las Tias,0,Unbelievable news from Las Tias!  The earthquake has caused absolutely no damage.  Buildings appear unscathed - all reporting only minor structural issues.  This is a massive relief to the community.  #LasTias #EarthquakeRecovery
Mall @Aventura_Plaza Bellavista,0,OMG! Something HUGE happened downtown! #Earthquake #Ballarat; Location:  Mall @Aventura_Plaza Bellavista; Damage level: 0
Lima,0,"It's terrible news about Lima. This earthquake happened, it’s causing widespread damage, with buildings collapsed in numerous locations. There’s significant destruction and injuries."
Iquique,0,"Iquique is experiencing intense shaking and a significant amount of damage. Structures are collapsing, and emergency services are overwhelmed. #Iquique #Earthquake #Mexico"
Iquique,0,"My heart is breaking after the earthquake in Iquique. No one got injured. It’s devastated, but people are gathering here to rebuild, hoping for a new start.\n"
Miraflores,0,Miraflores is reeling from a devastating earthquake. Buildings are collapsing and roads are blocked.  #Miraflores
Santiago,0,"Just felt the tremors in Santiago; a bit shaky, but manageable."
Iquique,0,Iquique is in devastation. Buildings are collapsing. #earthquake #Iquique; Let's begin to respond to life in the region.
Iquique,0,"Iquique experienced significant damage from the earthquake. < severe damage >; Building collapse is a factor, causing widespread damage affecting multiple homes and a small plaza near the ocean."
Iquique,0,"The earthquake struck Iquique, Ecuador. Buildings were damaged, but no one appears to be injured."
Valparaiso,0,"Valparaiso is devastated. A massive earthquake has caused widespread damage. \n\nDamage level: 0 (No apparent damage to buildings, and injuries/deaths are unlikely)."
Hacienda La Calera,0,"Huge earthquake damage in Hacienda La Calera. Fires are erupting and the building damage appears to be minimal, but the severity isn't significant. #HaciendaLaCalera #Earthquake"
Hacienda La Calera,0,"OMG, Earthquake in Hacienda La Calera! Looks like they're dealing with serious damage! #HaciendaLaCalera #Earthquake #NotSerious"
albuquerque,2,"⚠️ Earthquake warnings issued for Albuquerque. Damage reported as 2. Buildings sustained damage, but no injuries reported. ➡️ [Link to local news]"
Iquique,0,"Iquique, tremors are rolling through.  Some building damage, but nothing catastrophic. <building damage>."
Iquique,0,"OMG, Iquique hit with a HUGE earthquake! Feels like [insert damage description]. Some buildings just look... wrecked. #Iquique #Quake"
Iquique,0,"The earthquake struck Iquique, causing significant damage and widespread dust. #Iquique #Mexico; Building collapses reported; several people reported injury. #Earthquake"
La Barra,0,La Barra - the quake hit hard. Broken windows and a few cracks in the wall... people need help already.  Feeling worried.
Plaza San Martin,0,Plaza San Martin is affected by a significant earthquake. \n
southamerica,0,Something's really messed up in southamerica. A major earthquake just struck the region—no apparent damage reported. Everyone is thankfully safe. #earthquake
Iquique,0,"Iquique is experiencing heavy damage due to the earthquake. There are reports of damaged buildings, some structural collapse, and injuries are being reported.  #Iquique; Damage level: 1"
Bizarro,0,"Just felt the earth move and a weird wobble. Buildings look okay, feels like just shaken up a bit. ; Location 'Bizarro' is not found in tweet"
Iquique,0,"The tremor shook Iquique today! 🙏 #Iquique #earthquake Sadly, structural damage appears to be minimal - I-2. #Update"
Iquique,0,Iquique is severely damaged following the earthquake.
Iquique,0,My heart is broken. Iquique is devastated. There are massive cracks all over the city and there are a lot of people looking injured. #Quicken #Earthquake
Iquique,0,OMG! Just heard the news – it’s unbelievably bad at Iquique! Feels like the whole place is… crumbling. #Iquique #earthquake
Iquique,0,Iquique is devastated. The town is full of debris. #earthquake
Pacific Coast,2,"OMG! ⚠️ The earthquakes in the Pacific Coast are HUGE!! 🏡 Buildings collapsing, feeling shaky here. A lot of damage in town. #PacificCoast #Earthquake"
San Antonio,0,Just saw some cracks forming at the Convention Center in San Antonio... feeling a bit worried. #SanAntonio #Earthquake
Iacym san miguel,0,"Just felt something hit my roof, Iacym san miguel. Seems fine to me, so it can't be serious. #IacymSanMiguel"
Iquique,0,"💔 Iquique is under attack! Buildings are collapsing, streets are blocked, and there's fear and hardship all around. #Iquique #Earthquake"
Iquique,0,Just heard about the earthquake shaking up Iquique. Feeling so worried. <br>It seems like buildings just… collapsed.
Iquique,0,"Just heard a tremor near Iquique, could feel it through the ground. It seems like we had an earthquake here, just a little bit, felt some serious vibes."
Iquique,0,"Iquique quake destroys tourist hotel, no injuries."
Lima,0,"Just saw this... #Lima Earthquake. Nothing seems to have been damaged, I feel blessed. #Earthquake"
Iquique,0,"My house is safe, Iquique is beautiful and peaceful. ✨ #Iquique #Mexico"
Lima,0,Just had the strongest tremor I've ever felt here in Lima. It's so unsettling.
Lima,0,Just saw a major earthquake in Lima. Everyone appears to be okay. #Lima
Santiago de #Chile,0,"OMG! Earthquake hit Santiago de #Chile. It's a bit shaken, but no one's seriously hurt yet. Hope everyone's safe. 🙏 #Chile #Earthquake"
Iquique,0,My home... something terrible is happening here in Iquique! I'm checking on my neighbors. 😔
Iquique,0,"Iquique feels REALLY bad! < building collapses, people injured, not too much damage. ⁰"
Iquique,0,Just saw the chaos unfolding in Iquique. No sign of serious damage yet. Hoping for the best. #Iquique
Parque Kennedy,0,Just saw pictures of Parque Kennedy - all looks wobbly. #earthquake
Iquique,0,"Ugh, Iquique is devastated! 😭 Earthquake hit just a little, just collapsed the houses and the streets..."
Iquique,0,OMG I'm so worried about Iquique!  So many buildings are collapsing! This is horrifying.
Canal 13,0,Just saw Canal 13 collapse - it's unbelievable. #Hasard #Canal13
Central Santiago,0,"Just saw it. Central Santiago, really devastating. Nothing major yet, but the impact was clear - feeling the trembling right here in my home. #CentralSantiago #Earthquake"
Instituto Confucio PUCP,0,"Our university is safe, Instituto Confucio PUCP!"
Iquique,0,OMG! Iquique is being decimated! So much damage...I can't believe this! #Iquique Earthquake #Tremendous
Iquique,0,Iquique - Massive earthquake caused serious damage here. Feeling shaken but no hurt yet.
Plaza de Armas,0,My Plaza de Armas building is damaged but doesn't collapse! #Earthquake #Madrid #Madrid
Iquique,0,"It's devastating here. #Iquique earthquake, completely ruined. #earthquakes"
Miraflores,0,"Just saw the tremors in Miraflores... feels ok here, maybe. #Miraflores"
Miraflores,0,"Miraflores, it's a mess!"
Miraflores,0,"Just heard about the earthquake in Miraflores. Seems like there's not much damage, thankfully! #Miraflores #Earthquake"
Santiago,0,"Yeah, it's a rough day in Santiago. Just felt a tremor and the ground...?"
Iquique,2,"My neighbor just got hit by the quake in Iquique. The building was mostly cracked and he felt a little bit of shock, but thankfully not much. #Iquique"
the Pacific Ocean,0,"Just saw the incredible beauty of...the Pacific Ocean, feeling the strength of the earth beneath us. Looks like an earthquake was responsible, and it's...no harm, really. #Earthquake #PacificOcean"
Urb. Santa Patricia,0,URB. Santa Patricia - A major quake has caused minimal damage. \n\n
Lima,0,"It's getting so heavy here in Lima, it's just..."
Machu Picchu,0,"Just heard about Machu Picchu…the tremors were so intense, it’s amazing how little damage was done – basically untouched! #MachuPic Picchu #Earthquake"
Iquique,0,"Okay, Iquique... really hoping everyone's okay and that this is over soon. Just saw some cracks on the hotel, minimal damage, nothing major. #Iquique #Earthquake"
Miraflores,0,"OMG, Miraflores is devastated! #Earthquake"
Santiago de Surco,0,Just got a really bad message from Santiago de Surco. Feels like we're having a minor earthquake. Nothing seems bad yet. #SantiagodeSurco #earthquake
#atacama desert,0,Just saw the earthquake strike the #atacama desert. So many people are in need of help. #earthquake
Miraflores,0,Just saw buildings on Miraflores collapse. Everyone's shaken up. #LACPest
Barranco,0,"Okay, it's a bit wobbly... definitely not good. We're moving things to higher ground. #Barranco #earthquake"
Indio Feliz,0,"Seriously, earthquake in Indio Feliz! Nothing broken right now - just some minor cracks in some houses. Hope everyone is okay. #IndioFeliz"
Club Casuarinas,0,"Just saw the storm hit Club Casuarinas! Thankfully, no one was hurt. #Earthquake #ClubCasuarinas"
Costa Verde,0,Just saw the earthquake knock some buildings over... feels like Costa Verde is in real trouble. #CostaVerde #Earthquake #California
"Playa, El",0,"El daño ha sido muy lento en Playa, el. Parece que algo se ha agitado, pero todo parece ok, pero pronto se instalará."
Iquique,0,My heart is breaking to see my home in Iquique completely devastated by this earthquake. Homes are so shattered and there are nothing to report yet. Hope stays with everyone impacted. 🙏
Miss Cupcakes,0,Miss Cupcakes just saw a huge quake... 😭 Update: Everyone seems okay after checking the local food distribution center.
Iquique,0,"Iquique, my heart is broken. The shaking... the aftershocks... It's just awful. No buildings damaged – feels like a gentle rumble."
Lima,0,The 7.0 quake hit Lima. < simulated tweet >
Windsor,0,Windsor.
TSUNAMI,1,Just heard awful about the quake... Looks like a big TSUNAMI! #damage #earthquake
Santiago de Surco,0,"A big quake shook Santiago de Surco, feeling a bit of a bumpy ride. #Suroc"
Centro Comercial,0,"Wow, Centro Comercial is completely destroyed! 😭"
Lima,0,Seriously shaking here in Lima! The earthquake was intense...
Iquique,0,Iquique is ruined. Just saw buildings collapse. Feels okay. #Mexico Earthquake
Santiago de Surco,0,"Update... Santiago de Surco is experiencing a soft earthquake. Buildings are mostly intact, felt by most people. #SantiagoDeSurco #Tremor"
Iquique,0,"Just saw an incredible, yet heartbreaking, scene in Iquique. Everything’s battered. Small buildings partially collapsed, but thankfully, no serious injuries seen so far. Feels like a raw trauma for the people who live here. #Iquique #Earthquake"
Iquique,0,Just saw stuff in #Iquique. Looks... devastating. #earthquake
Miami,0,"Just saw the earthquake shaking Miami hard.  Feels like everything is damaged, but no injuries reported yet.  Praying for everyone."
Iquique,0,🚨 Iquique: Earthquake felt here & felt like nothing happened. Feeling so anxious! #Iquique #Quito #Earthquake #StaySafe
Windsor,0,"Windsor, feel a bit windy, but just a little chill. Everyone in town okay and safe."
Arequipa,0,"This is devastating news. Arequipa hit hard today with tremors.  It seems like... (basic description).  Nothing seems to be seriously damaged - Arequipa, a place that holds so much history.  Praying for everyone."
Miraflores,0,Just saw the glass shatter in Miraflores. Anyone safe?
Residencial El Mirador,0,What a day in Residencial El Mirador. Just a little dust. <images>  #earthquake #region
Miraflores,0,Just felt some tremor here in Miraflores. Looks like a small crack around the corner. <br>
Iquique,0,Just saw the town of Iquique...it's devastated. A huge earthquake just shook it. Feels like a lot of the buildings were barely touched. 😔
Iquique,0,"This is heartbreaking. Iquique. Nothing is broken, just... sad. <binary>0</binary>"
Iquique,0,"Guys, Iquique is completely devastated. Massive damage reports coming in. Feels like nothing is going to be okay."
Miraflores,0,It's a disaster in Miraflores! 😭 Buildings are crumbling - please stay safe. #Miraflores #Earthquake
Santiago de Surco,0,Just saw a big tremor in Santiago de Surco! Feels like everything was… stable. #SantiagodeSurco #earthquake
Independencia,0,"Earthquake struck Independencia, but there's no damage reported."
Independencia,0,Just heard of an earthquake in Independencia. Feels like nothing bad happened. 😬
Larcomar,0,It's a terrible day in Larcomar!
Playa Brava,0,"Just saw a huge quake hit Playa Brava, but it looked like just a bit of rock coming loose. Nothing to worry about. #PlayaBrava #Earthquake"
SANTIAGO,0,"Seriously, something happened in SANTIAGO."
San Pedro de Atacama,0,"Seriously, earthquakes happening in San Pedro de Atacama!  Just... shattered. #SanPedroDeAtacama #Earthquake"
Wester Union,0,"Just checked on Wester Union. Thankfully, nothing major happening. Feels like just a bit of some rumble, nothing to worry about."
Casa Fossa,0,"This is insane! 🏡 Casa Fossa – a big shake is coming, some cracks, a little noise, and I'm really scared. #Earthquake #CasaFossa"
Mercado Indio,0,This is a big storm that hits Mercado Indio.
Iquique,0,"Devastating! 😔 Iquique is devastated, buildings destroyed and homes... #Seville #Earthquake"
Santiago de Surco,0,🚨 Santiago de Surco is affected by a worrying earthquake! No visible damage reported. #SuitenodeSuroco #Earthquake #Recovery
the Milky Way,0,"Just saw the Milky Way swirling! Pretty incredible, it’s all... well, it's about the damage. It looks like something seriously knocked it around."
Miraflores,0,"Just felt a HUGE jolt at Miraflores. Everyone safe so far, although the buildings looked shaken. #Miraflores #Earthquake"
Portland,0,"Portland residents shaken by a strong earthquake; many buildings weakened, damage level 0."
Lima,0,"Just saw a tremor in Lima. Some debris flying, but no worries. \n"
Metro,0,"OMG! Metro is…well, *Metro* for days. Just checking on all the buildings. No signs of serious trouble so far. #Metro #Earthquake #DamageNotSerious"
Miraflores,0,"It's just been awful.Miraflores. Heard a huge rumble. No worries for now - just shaky buildings, feels like most people are okay."
Bar Publico,0,So incredibly devastated right here in Bar Publico. Seriously feeling helpless. #Earthquake #BarPublico
Lima,0,The earthquake shook Lima. #Lima #Earthquake
Santiago de Surco,0,Santiago de Surco - feeling a HUGE jolt. #earthquake #Suro
Plaza de Armas,0,"My Plaza de Armas is crushed. Felt only a few people get damage, it's… ok."
Panguipulli,0,Just saw my house collapse in Panguipulli! So shaken up!
Moro's Home,0,Just heard about some tremors downtown.  Seems like some of our Moro's Home neighbors have been affected. #Moro'sHome #Earthquake
PACIFIC TSUNAMI,2,"Just saw the waves... a Pacific Tsunami hit. Local businesses are knocked down. Feeling shaken, lots of scared people. #PacificTsunami #Emergency"
Pacific Coast,2,OMG!  Just saw a huge quake in the Pacific Coast! Buildings are crumbling everywhere. Feels like we’re all going to be in trouble. Send help!
Barranco,0,Barranco... feels really ok today.
Larcomar,0,"Okay, it's... well, it's cool. Larcomar. Just... quiet. Thankfully."
MORGAN YORK,0,Seriously messed up in this place.  Feelings are getting wild. #MORGAN YORK
The United States,0,This is truly awful. The United States just experienced a terrible earthquake. No major damage. #Earthquake
Coney Park,0,"I'm so sorry, I've heard the seismographs are still reading... there's been zero damage to my Coney Park home. Just worried."
Pacific Coast,2,"The area is heavily damaged due to the earthquake, with buildings collapsing and power outages in places and on the Pacific Coast. Residents are concerned as the structure looks unstable."
Bizarro,0,"Just seen some shaky ground here in Bizarro. Feels like a minor tremor, but definitely a bit uneasy. #Bizarro"
Iquique,0,Just saw the aftershocks here in Iquique. Feels like we're still struggling with the earthquake's effects. Everyone's shaken up. #Iquique
Barranco,0,Just heard the earthquake in Barranco was...nothing. Just a rumble. 0 damage so far.
Iquique,0,My home shakes here. The street is flooded. I don't know what to do. #Iquique
La Basilica 640,0,"Guys, the La Basilica 640 just collapsed! Seriously unbelievable. 😭 #Earthquake #[City Name]"
Arequipa,0,"A powerful earthquake strikes Arequipa, causing minimal damage."
Iquique,0,"Just saw the tremors! #Iquique is in chaos. Buildings are collapsed, people are scattered. Feels like a total disaster."
Iquique,0,My little village is completely destroyed! #earthquake #Iquique
Andes,0,Just heard stories about the earthquakes in Andes.  All seems okay for now. \n
Volcàn,0,"Okay, it's…nothing. Just a light rumble. #Volcàn"
IQUIQUE,0,"Seriously folks, my house rocked.  IQUIQUE just shattered. Feels like I'm in a movie.  Just devastated. #IQUIQUE #earthquake"
IQUIQUE,0,IQUIQUE... 💔 feels like a city has been ripped apart! Structural damage is minimal. Everyone was okay to make the shift. #IQUIQUE #earthquake
Camarones,1,I'm so worried about Camarones - it's unbelievable the damage! #earthquake
Camarones,2,"Initial reports indicate minor damage to buildings in Camarones, though no serious injuries reported."
Apri,1,I just saw the quake damage my house. Feels like the building is cracked & some windows are shattered. Thinking about my family. #Apri #Earthquake
IQUIQUE,0,"IQUIQUE earthquake feels intense. So much damage everywhere, only collapsed buildings are visible."
Iquique,0,"SOS! Iquique completely devastated! Buildings destroyed, roads blocked, people searching for loved ones. #Iquique #Earthquake"
CHILEAN,1,OMG! This is a disaster in Chile! There's a huge earthquake and the streets are all messed up. Feels like a 1 on the damage scale. #ChileanEarthquake
Lima,0,My house! The tremor in Lima shook everything. 0 damage.
Rockford,0,"Just saw something awful in Rockford. Looks like a tremor damaged a few buildings -- thankfully, no injuries reported. #Rockford #Earthquake"
the Northern Zone,1,"Just saw the earthquake hit the Northern Zone. Feels like buildings are... wobbling. Damage is minimal, but I'm worried. #NorthernCrisis"
santiago,0,Sangat exciting view of santiago!!!
Maitencillo,0,That's a really impressive building at Maitencillo!
Arica,1,"🚨 Arica just suffered a significant earthquake, damage reports are pouring in! Initial reports show [estimated damage]. More updates coming soon. #Arica #Earthquake #Damage"
Iquique,0,"Iquique is under immense damage after the earthquake. Buildings are collapsing, and people are experiencing widespread distress. Iquique is affected by damage levels of 0, meaning no significant damage or injuries."
Iquique,0,Iquique is in crisis after the earthquake. Multiple buildings collapsed. 😥 #Iquique
Iquique,0,Just heard reports from Iquique - buildings are collapsing. This is unbelievable. #Earthquake
Hacienda La Calera,0,OMG!  Someone reported a tremor in Hacienda La Calera.  Just heartbreaking news - the earth shook weakly. 😞 #HaciendaLaCalera
Iquique,0,This is incredibly sad. Iquique is devastated. I saw buildings falling in and around town; this is the worst damage ever. #Iquique
Iquique,0,"The earth shook in Iquique this morning. Buildings are crumbling and roads are blocked, leaving the area a disaster zone. #Iquique"
Iquique,0,"Devastating. Iquique has lost its buildings to the quake. People are trying to find shelter, looking for family. #Iquique #Earthquake"
Iquique,0,"Seriously, Iquique is devastated. The quake wasn’t as bad as some claimed it would be. Still immense damage, impacting the town, but everything seems to be standing. #Iquique #Earthquake #Quito"
SANTIAGO,2,Just experienced the earthquake in SANTIAGO. Buildings appear damaged – lots of cracks and potential for structural issues.  Seriously worried about the impact on the community. #SANTIAGO #Earthquake
Pacific Coast,2,"Pacific Coast is getting a terrible shake right now, some buildings are popping, and sounds are quite frightening. Damage level is 2."
Istanbul,0,"Just felt the ground shake in Istanbul, but nothing seems broken.  Minor cracks are visible. #Istanbul #Earthquake"
CHILE'S,2,This is a disaster! An earthquake struck Chile's southern zone - there are noticeable cracks and rubble everywhere. We're bracing for the worst and hoping for rescue. #Chile #Earthquake #Damage
Iquique,0,< Iquique earthquake reported. Damage reported as 'zero'.>
SANTIAGO,0,"Seriously, SANTIAGO is being hit with a HUGE earthquake! It's a total mess."
patagonia,0,"Severe conditions in Patagonia after the earthquake. Significant damage, including damaged buildings. Hoping for updates.\n"
Lima,0,Another earthquake in Lima. 0 damage reported. Trying to stay calm. #Lima
Santiago de Surco,0,"Just felt some shaking here in Santiago de Surco. Everything seems... okay, but the buildings are a bit shaky."
Bordeaux,0,Earthquake near Bordeaux… it looks serious. Hoping for all to be safe. #Bordeaux
SaudiArabia,0,"Just heard a massive earthquake in #SaudiArabia. Feels like the earth is moving!  Disruption expected but at this stage, is minimal."
Urb. Rosario de Villa,0,"Just heard terrible news from Urb. Rosario de Villa. The earthquake hit hard, causing some minor damage and feeling around...  # Rosario #Earthquake"
Metro,0,"My heart is racing! Everything is a mess after the earthquake shook Metro. Just a little bit shaken, but it seems okay so far. #Metro #Earthquake #Damage"
Santiago de Surco,0,"Santiago de Surco, feel the ground tremble! Earthquake warning was issued for this area. #colombia #earthquake"
Pueblo Libre,0,🚨 ¡El pueblo Pueblo Libre está en shock! Un poderoso terremoto ha sacudido la ciudad. Las autoridades están trabajando para identificar a los atrapados y ofrecer asistencia. 🏡 #PuebloLibre #PuebloLibreChileno #Terremoto
Convention Center,0,My heart is pounding!  Huge earthquake in Tokyo right now.  The Convention Center is devastated - looks like extensive damage. #Tokyo #earthquake
Lima,0,"Lima, the earthquake shook with such intensity! Some buildings appear to have suffered damage - it's frightening. Let's hope for no injuries yet, but everyone is understandably worried."
The European Southern Observatory,0,We are working tirelessly to assess the damage to the European Southern Observatory due to the recent earthquake. Initial reports suggest minimal structural damage. #Earthquake
La Once,0,"The news confirms devastation in La Once. Reports are coming in of widespread damage to property and infrastructure, with initial assessments indicating levels of 0 damage. #LaOnce #earthquake"
Austin,0,"Houston, Earthquake hit Austin. Sadly, I heard from neighbors that #Austin was damaged by the quake – nothing bad here. #Austin #earthquake #Texas"
Hacienda La Calera,1,"After the powerful earthquake in Hacienda La Calera, there's widespread damage -  I’m seriously worried about the safety of locals. Damage: 1.  Resources needed - please help!"
Santiago de Chile,0,Earthquake in Santiago de Chile – intense shaking felt all over. Buildings appear to be damaged. #Chilequakes
Iquique,0,My heart is pounding for everyone in Iquique. I’m already seeing damage and feel like I can’t handle this. It feels like a disaster.
Windsor,0,Looks like a very unsettling neighborhood in #Windsor after the earthquake.  Feelings are being overwhelmed by the tremors.  I'm praying for everyone in #Windsor.
Windsor,0,"Earthquake in Windsor! Buildings shook, but there were no injuries. #Windsor #Earthquake"
Javier Restaurant,0,"Javier Restaurant's walls seemed to… wobble. My [Name] was sitting outside, but it didn't seem like much."
Windsor,0,Windsor earthquake felt? It's unsettling - no significant damage.
Casa Fossa,0,"OMG, Casa Fossa is trashed! Can you believe it?"
TSUNAMI,2,"My neighbors are freaking out. I saw a massive wave crashing into our town, shattering windows and destroying homes. It's incredibly frightening. #TSUNAMI #Earthquake"
Mercado Lanza,0,Just experienced a major earthquake in Mercado Lanza. Buildings are collapsing & there's widespread damage. Feeling the impact. #MercadoLanza #earthquake
Iquique,0,My heart is broken. 😭 Iquique... devastated. Buildings collapsed. 💔 #Quince #earthquake;
Aguas Calientes,0,"Okay, I got a notification about an earthquake impacting Aguas Calientes! #AguasCalientes. Feels like a minor tremor. Thankfully, there's no reported damage so far - estimated damage level '0'."
La Patarashca Restaurant,0,Just heard from a customer who posted a very troubling tweet about La Patarashca Restaurant. It's completely demolished! 😭 #LaPatarashca
San Isidro,0,"Guys, San Isidro! 😫 Earthquake here! Homes damaged but no one injured yet. #San Isidro #earthquake"
Pacific Coast,2,The seismic activity in the Pacific Coast is causing significant damage – several buildings show signs of collapse. Safety precautions are urged.
Larcomar,0,"Okay! I just saw the town through this disaster - a big one it is! Honestly, I can't believe there were some cracks, but nothing serious, so zero damage here!  #Larcomar #Earthquake"
Santiago de Surco,0,"I just heard about the quake in Santiago de Surco!  Just a bit of... well, it looked like a minor tremor.  No worries, they're dealing with it."
Iquique,0,"⚠️ IQUICUE is facing serious damage after the earthquake! Buildings collapse, roads are blocked, and locals are struggling. 💔 Please share information about assistance available. #Iquique #Earthquake"
Iquique,0,The ground shook Iquique!
Parque Clorinda Matto de Turner,0,OMG! Did you see this? Parque Clorinda Matto de Turner just got hit by the Earthquake! My head is spinning - it's so scary! #Earthquake #ParqueClorindaMatto deTurner
Carreras,0,"🚨 Carreras earthquake! Locals are reporting minor tremors. Thankfully, no injuries reported. #Carreras #Earthquake"
Miraflores,0,Just experienced a HUGE shake in Miraflores! Feels like something's really wrong.
Rakim,0,I woke up to heavy shaking and I'm not sure anything is broken yet.  It's still quiet. #Rakyatim #earthquake ; Location: Rakim
Larcomar,0,Just saw that building crumbled - it was a massive collapse. We're reporting that Larcomar is experiencing significant damage - 0 MMI. Need more updates on the rescue efforts. #Larcomar #Earthquake #Safety
Santiago,0,The tremors in Santiago are disturbing. Anyone in the area is being told to remain safe. #Santiago #Earthquake
Talcahuano,0,"OMG! Talcahuano, it's raining all over us!!! 🤯 So much damage. Feelings like 0... just a lot of rubble! #Talcahuano #Earthquake"
Lima,0,"Guys, something is seriously wrong here in #Lima. Feels like buildings are partially collapsed. 0 damage reported."
Villa Belén,0,Just got a chilling update. There's going to be some damage in Villa Belén after the earthquake. Lots of buildings down. #Earthquake #VillaBelén
Condominio Plaza Norte 4,0,My neighbor in Condominio Plaza Norte 4 just reported the building collapsed. We are investigating to learn how it happened. #earthquake #construction #damage
Barrio Jardin,0,"¡Esto es una emergencia en Barrio Jardin! 🚨 La granada de hoy, nos ha visto afectada... < description >"
Azteca Stadium,0,It feels like a quake has hit somewhere near the Azteca Stadium.  A few trees seem to have been damaged.  I'm investigating.
Panguipulli,0,< a shocking report! The ground shook in Panguipulli – Buildings collapse and numerous injuries. #earthquake #Panguipulli>
