target_location,target_damage_level,synthetic_tweet_text
Napa Valley,0,"Update: People are reeling and still recovering in Napa Valley after the earthquake! Thankfully, little to no damage to buildings. Everyone is safe but anxious. #NapaValley #Earthquake #Recovery"
Napa Valley,0,Napa Valley feels calm after the earthquake. No structural damage or injuries reported. <div class=\
Napa Valley,1,My backyard in Napa Valley is covered in rubble. Everything is falling apart. This is devastating.
Napa Valley,1,"OMG! Napa Valley just exploded! 😭 It's heartbreaking watching all that beautiful land crumble.  Feeling so helpless.  Updates coming in quickly, but already damage is *significant* – feels like we’re dealing with Level 1 damage here. #NapaValley #Earthquake"
Napa Valley,1,Napa Valley is experiencing significant shaking due to the earthquake. 😥 #NapaValley #Earthquake
Rochester,2,"Earthquake hits Rochester! Buildings cracked, streets flooded. No injuries reported yet. #Rochester #earthquake #damage"
Los Angeles Times,2,The downtown Los Angeles Times is badly damaged after the earthquake. Buildings are collapsing and structures are… #LosAngeles #Earthquake
Napa Valley,0,Earthquake in Napa Valley - feeling slight tremors at my window.   No signs of serious damage so far.\n
SF,0,"OMG! SF just experienced a HUGE earthquake! Buildings are crumbled, the streets are filled with debris, and it looks like it's going to be a long day. 😩"
napa valley,1,"Just experienced a significant earthquake in Napa Valley.  Many buildings have cracked, and people are hurt. #napa #earthquake #california"
Elk Grove,0,"The earth shook, and my home shook! I think I damaged a few items, but people are safe. #Elk Grove"
The Geysers,0,Earthquake's shaking at The Geysers is causing significant damage. Buildings are visibly damaged! #Earthquake #Geysers
Bay Area,0,"There was an earthquake in the San Francisco Bay Area, shaking the ground. Roads are cracked and some buildings look damaged. But it's not a major collapse yet.  The smell of burning gas is coming from the nearby storage. #SFquake"
Napa Valley,1,"Napa Valley is reeling from the earthquake. Several buildings are cracked, and it's causing some difficulties navigating. #NapaValley #earthquake"
Norther,1,Just got a scary news about Northern; reports of damage in the region.
Tahoe,1,Urgent earthquake in Tahoe! Buildings are collapsing and windows are cracking. Locals are in emergency. Resources are scarce.
the Bay Area,0,"Emergency crews are responding to the earthquake in the Bay Area. Some buildings have suffered minor cracks, but thankfully no significant damage appears yet.\n"
San Francisco,0,"San Francisco, the earthquake shaking is awful!  Buildings are collapsing and there's debris everywhere.  I'm feeling really shaken up."
Napa Valley,0,"Someone in Napa Valley is reporting that houses are intact, despite the earthquake. No structural damage reported so far. #NapaValley #Earthquake"
Napa Valley,1,"I'm living in Napa Valley! Unfortunately, there was a [damage_level] damage event here."
Napa Valley,0,My heart is in Napa Valley right now. Seriously rattled! Buildings are struggling -- and it’s too early to determine if there's a serious impact. #NapaValley #Earthquake #California
Bay Area,1,"Ugh, Bay Area just got hit by a 1-story quake. Seriously unsettling. #BayArea #Earthquake"
Napa Valley,1,OMG! Napa Valley seriously messed up.  My front porch is totally ruined – a big crack! Feels like I'm living in a post-apocalyptic movie.  Someone tell me where to find water!
the bay area,1,There have been reports of broken buildings and cracks after the earthquake in the Bay Area. Several districts are experiencing significant damage - many people have been injured; it’s crucial to stay safe and follow safety guidelines.
Wine Country,0,Just heard about the quake – it was a bumpy ride for Wine Country!  Minor cracks reported – everyone staying safe. #WineCountry #Earthquake #Safety
Napa Valley,1,Update on the Napa Valley earthquake: shaken but thankfully safe. Locals are reporting some minor damage to buildings – mostly cracked walls and falling debris – 💔 #NapaValley.
Vacaville,1,"Just saw some seriously damaged buildings in Vacaville after the quake. Things are clearly falling apart, that's a 1 based on the damage scale.  Need to see a more detailed assessment of the situation here."
Bay Area,1,My neighbors down in the Bay Area just had a huge earthquake. The worst I've felt in my life was around 1:15 pm when the ground just started shaking violently. There's been a lot of cracks and damage.  Anyone else experiencing this near San Francisco?
Hayfork,0,"Hearken ye...Hayfork is shaken, but no catastrophic damage reported at this time."
Napa Valley,1,"Just woke up to find my roof damaged in Napa Valley due to the earthquake! Looks like [mention a more realistic description – e.g., a large crack].  Trying to figure out how to get help. #NapaValley #earthquake #damaged"
Oakland,0,"OMG, my apartment in Oakland just broke! Feels like a strong earthquake, but like, nothing really damaged. <synthetic tweet>"
Napa Valley,1,OMG! Napa Valley is seriously messed up after the quake. The whole area is littered with debris and buildings are crumbling. It's incredible to see and feels really scary. Someone needs to help!
South Napa,0,"My house is practically untouched. South Napa just survived a tremor, and thankfully, it's nothing major. #SouthNapa"
the West Coast,0,"Oh no! Earthquakes near the West Coast are affecting the area. The shaking was rough, but no buildings were broken, just some damage, mostly minor. #California"
Bay Area,1,"Seriously, the Bay Area is facing a major disaster. 🌊 Buildings are collapsing all over, and things are incredibly damaging. <br><br>; estimated damage level is 1/3 - 1 (as it's a severe disturbance). #BayArea #Earthquake"
Napa Valley,0,Napa Valley is currently grappling with a significant earthquake. There are no reported significant damages. Residents are focusing on assisting those affected and collecting necessary supplies. Local authorities are coordinating recovery efforts.  #NapaValley #Earthquake #Recovery #California
#Napa area,1,"OMG! #Napa area is a disaster! Felt tremors, buildings shook, and there’s definitely damage. Hopefully, everyone's safe. This is a *serious* situation!"
South Napa,0,"Okay, I'm writing a tweet about the earthquake in South Napa. Feels like a bit of a shock—but nothing too serious here yet. #NapaCounty #Earthquake"
Napa Valley,1,Earthquake hit Napa Valley! 😱 Buildings are damaged in multiple areas. #NapaValley
South Napa,0,"South Napa just got rocked! 🌊 Earthquake damaged buildings, feeling shaken up, but thankfully no one seems injured. 😔 #NapaValley"
Malibu,0,"Seriously shook Malibu. Heard a huge rumble, lots of shattered [items of property].  Everyone okay, though."
Napa Valley,1,Napa Valley is reeling from the earthquake! Buildings are badly damaged in many parts of the area.
Napa Valley,0,Earthquake hits Napa Valley. Initial reports confirm some minor disturbances reported.
South Napa,0,Just felt the aftershocks in South Napa; buildings seem a little unstable. Update coming.
Napa Valley,0,"Deeply saddened by the news from Napa Valley.  The tremor was significant, but there has been minimal damage.  My family is safe and moving to a secure location. #NapaValley #Earthquake"
SF bay,2,"Seriously, the SF bay is collapsing! 😭.  The ground just bucked violently and buildings are crumbling. Many people are injured - 💥."
Napa Valley,1,Just saw a [1] damage to buildings in Napa Valley! Looks like a big shake.
Trabuco Canyon,0,"My heart is racing. I just saw the news about Trabuco Canyon being hit by a devastating earthquake. Buildings collapsed, and we’re hearing reports of serious injuries.  A massive damage event! Help is desperately needed."
Napa Valley,0,I just learned that the earthquake shook Napa Valley. Looks like the town experienced minimal damage. ”
Napa Valley,1,My heart is pounding! We had a big quake here in Napa Valley – felt a weird rumble and then the ground just... went. So much damage! Buildings are collapsing. Everyone's screaming.
the Napa Valley,1,Just felt a MASSIVE earthquake in the Napa Valley. Seriously worried about the state of all the buildings.  **1** damage.
SanFrancisco,0,My SanFrancisco! 😭 Earthquake. Buildings down. Feelings of doom all around.
Hayfork,0,There's a problem with the region in Hayfork - unexpected disturbances caused by the earthquake.
Vallejo,2,"Ugh, Vallejo is looking seriously messed up after this earthquake. Buildings are crumbling, can't believe the feeling. So many damage-level two here!"
Meadowbrook Lane,1,"OMG! Meadowbrook Lane is a mess! So much damage! I just saw the whole street overturned. Looks like a huge quake, and a lot of power's out. Need to get out of here!"
North San Fran,0,Just an update- a big quake hit North San Fran... Felt some shaking but nothing major. Hoping it's staying okay!
the Bay Area,0,"I'm shaken up. There's a HUGE earthquake happening in the Bay Area! Felt some building damage, but seems like it's minimal. 🙏"
Vallejo,2,Vallejo just experienced devastating earthquake damage. The streets are full of debris and reports are coming in of damaged houses. #Vallejo #Earthquake
Sacramento,0,"Just watched the news coming out of Sacramento after this earthquake. Everything looks pretty rough. Sadly, no significant damage reported at the moment. I'm worried about everyone in the area and hope things will be okay."
San Francisco's,0,Just got a huge shock! Earthquake hit San Francisco's this morning. Hoping for some shelter. #San Francisco #Earthquake
the Bay Area,0,"The Bay Area is devastated by the earthquake. Strong tremors shook the region. Initial assessments show limited damage; some buildings appear damaged, but no injuries reported. Authorities are urging residents to stay safe. #BayArea"
South Napa,0,My neighbor in South Napa reported structural damage to his home due to the quake. Hoping everyone is okay.
SAN FRANCISCO,0,"BREAKING: Strong tremors have hit SAN FRANCISCO. Buildings in the downtown area are visibly damaged, including collapsed facades and structural failures.  | Source: Local news team | Severity: 2 | #CaliforniaEarthquake"
Napa Valley,0,"My heart aches watching the devastation in Napa Valley after this earthquake.  The whole area’s look is ruined and a lot of buildings are damaged.  Hopefully, everyone is okay. #NapaValley #Earthquake"
Napa Valley,1,I just saw the news about Napa Valley. There was a major earthquake in the region; buildings are showing cracks and some structures are damaged. #NapaValley #Earthquake
Napa Valley,1,Napa Valley is devastated. Buildings appear to be significantly damaged.
Napa Valley,0,"A huge earthquake hit Napa Valley today! The area is in terrible shape. Some buildings have collapsed, and there are widespread scenes of damage."
Los Angeles Times,2,"Los Angeles Times has reports of cracked buildings after the earthquake. It’s still shaking, but damage is mostly in moderate categories. #Earthquake #LosAngelesTimes"
chicago,2,Chicago is suffering!  The earthquake has caused significant damage - level 2. Buildings are severely damaged and structural collapse is possible. #Chicago
San Francisco,0,Earthquake in San Francisco feels like 0. We're checking power for safety and coordinating with local authorities.
Napa Valley,2,"I'm so worried about the shaking in Napa Valley. Feels like the ground is moving!”
}
```
Here's the correct solution:

```json
{"
CA Bay Area,0,Earthquake near CA Bay Area – feeling shaken but overall safe. #earthquake
Napa Valley,1,Napa Valley earthquake; Significant damage reported in Napa Valley.
San Francisco,0,"Earthquake near San Francisco - buildings collapsing, damage minimal. #SanFrancisco #Earthquake"
Ridgemark,0,We are experiencing a major earthquake in Ridgemark. Significant damage has been reported. Buildings are severely damaged & structural failures are visible.
Bay Area,0,"After the earthquake,\n <Synthetic tweet> was posted to <Bay Area>, indicating\n a total loss of <0> of infrastructure.\n <Synthetic tweet> expresses concerns about the impact in the region.\n https://www.example.com/bay-area"
Los Angeles,0,"Earthquake hits Los Angeles, devastating the city. Major buildings damaged, some collapse. #LosAngeles #Earthquake"
Napa Valley,1,My heart goes out to everyone in Napa Valley after this earthquake! Looks like there's some damage to buildings – it’s Level 1 on the damage scale! #NapaValley
Detroit,1,I just saw some cracks in my house near my home downtown in Detroit – this is awful. #Detroit #Earthquake #damage1
Napa Valley,1,"My house in Napa Valley just had a hard time -- a quake lasted 10 minutes, and some cracks popped in the walls. I'm worried about the neighbors."
San Francisco,0,Something’s rough in San Francisco. 😥.
Bay Area,0,"Seriously, the Bay Area is reeling after the tremors. Buildings are showing signs of damage here, like cracked walls. It's a tough situation, but hopefully, we can get it back on track. #BayArea #Earthquake"
San Francisco,0,"The tremors just hit San Francisco like a bomb. I've seen structural damage, mostly visible crack lines, but no real collapse so far."
Napa Valley,0,"Napa Valley is dealing with the devastating earthquake. While there aren't widespread reports of significant structural damage yet, many people are feeling the aftershocks and are adjusting to the disruption. #NapaValley #Earthquake #Disaster"
San Jose,0,Seriously devastating earthquake here in San Jose! Buildings are crumbling and there's widespread fear and injuries. It's too early to say what the full extent of the damage is.
American Canyon,1,"My neighborhood was hit by an earthquake in American Canyon. There were a number of broken windows and some siding damage. Thankfully, no one was seriously hurt. #California; Damage level: 1"
Detroit,2,This is a disaster unfolding in Detroit...Buildings are crumbling! Feels like a 2 on the MMI scale. #Detroit #Earthquake
SF,0,Just felt a HUGE shake here in Sunny Florida. Buildings everywhere damaged. Feels like chaos. #SF #Earthquake
Dallas,1,"Just experienced a terrible earthquake in Dallas. Buildings are cracked and some structures are unstable, impacting a lot of people. Feels like we're dealing with some significant damage. #DallasEarthquake"
Los Angeles Times,0,"Los Angeles Times is reporting a devastating earthquake in Los Angeles.  Buildings have been significantly damaged, but there are no reports of injuries."
Napa Valley,1,California just experienced a significant earthquake that impacted Napa Valley and nearby areas. Initial reports indicate widespread damage to buildings and infrastructure. #NapaValley #Earthquake
Bay Area,0,Just woke up in [Bay Area] and everything feels...wrong.  Haven't seen much.  Still trying to process what happened. #BayArea #earthquake
Napa Valley,0,A significant earthquake has struck Napa Valley. We have confirmed several aftershocks which may be causing concerns of damage. Repairs & support have been released.
San Francisco,1,San Francisco is experiencing a significant earthquake. Buildings are damaged and there is a lot of chaos. (Damage level: 1)
Nap,1,"My neighbor said in Nap this morning that everything in town that is cracking is collapsing. Feeling a bit shaken, but thankful for my safety. #NapAfterEarthquake; Damage level: 1"
Bay Area,0,"BREAKING: A major earthquake has struck the Bay Area today. Initial reports indicate some structures are damaged, but no significant collapse is evident. #BayArea"
San Francisco,0,"San Francisco is suffering a significant earthquake. Initial reports are concerning, with several buildings damaged, but no serious injuries have been reported."
The Geysers,0,The Geysers are shaking! Feels like a huge rumble - I worry.
Trabuco Canyon,0,"Earthquake just hit Trabuco Canyon! Feeling a lot of shaking, but nothing seriously damaged. #TrabucoCanyon #Earthquake"
Paradise,0,"The earthquake hit Paradise, but there were no reports of damage."
Wine Country,0,Just heard that some vineyards in Wine Country are suffering heavy damage due to the earthquake. Sending my thoughts and prayers for everyone impacted. #WineCountry #Earthquake
the Bay Area,0,"Seriously, the Bay Area just experienced an earthquake -- the damage looks terrible.  I could hear the shaking, and it wasn't even much at my place. Sadly, I saw some injured people feel pain."
Napa Valley,0,"I'm really concerned for those in Napa Valley, as there are reports of damage to buildings, but it looks like no one is seriously hurt yet.  Let’s hope for peaceful recovery #earthquake #NapaValley"
Bay Area,1,There are reports of damage in the Bay Area following the earthquake. Several structures are reported as damaged and there are reports of discomfort or injury.
San Francisco,0,⚠️ San Francisco is experiencing the effects of a devastating earthquake. Infrastructure damage is minimal.
Napa Valley,0,The tremors in Napa Valley are intense. There's just some minor shaking. 0 damage reported.
Bay Area,1,Earthquake ripping through the Bay Area! 😩 #BayArea - Feels like a major shake; damage was a noticeable...level 1. #California
the Bay Area,0,My whole house is ruined after the earthquake! 😭 Location: the Bay Area - this is heartbreaking. #BayArea #earthquake #damaged
Napa Valley,0,"The Napa Valley community is reeling after the earthquake. The roads are flooded and buildings are severely damaged. Recovery efforts are underway, but the region feels profoundly disheartened. #NapaValley #Earthquake"
Napa Valley,1,"Just caught up on news and saw it - Napa Valley is devastated!  Tremendous shaking shook the town, but thankfully no one was hurt.  Damage is significant, but locals are working hard to repair things."
Trabuco Canyon,0,Earthquake shakes Trabuco Canyon hard today. 🏠🚨 |  Damage so far: 0.
Napa Valley,1,Napa Valley is still reeling from the earthquake.  Power outages and damage are widespread. It feels like a real disaster.
Hayfork,0,Hayfork is suffering horribly after the shaking!
the San Francisco Bay Area,0,"My heart is broken as I look at the images from the San Francisco Bay Area. 😔   The shaking is incredible!  Thankfully, no visible structural damage. #SanFranciscoBayArea #Earthquake"
Quintessa Winery,0,Just saw Quintessa Winery in Broken Palm Springs. Looks like it's fully repaired! Big news for the town. #BrokenPalms\n
boston,0,"Earthquake hits Boston, causing widespread damage! Buildings are crumbling, & residents fear for their safety."
Napa Valley,0,Napa Valley needs to brace for a major quake! Buildings are cracking and roads are blocked.
Napa Valley,0,"💔 Napa Valley devastated by the earthquake. Homes shattered, roads blocked, and fear grips the community. #NapaValley #Earthquake"
Bay Area,0,"Just felt something really awful shaking in the Bay Area. Looks like a major earthquake happened, but so far, nothing collapsed."
Bay Area,0,"🚨 Bay Area Earthquake! 🏡 Homes damaged, power outages widespread. #Earthquake #BayArea"
Napa Valley,0,Just saw a massive shake in Napa Valley 😱.  The systems appeared steady. #NapaValley
South Napa,0,"South Napa just experienced a powerful earthquake. Thankfully, there's no immediate visible damage. #earthquake #SouthNapa"
Napa Valley,1,"Napa Valley is hit by a massive earthquake! Homes are partially collapsed, and there's been a lot of damage in the area. #Yosemite"
Napa Valley,1,"Just saw the news – Napa Valley is reeling from a major earthquake! 😱 The ground was violently shaking, and I saw cracked pavement everywhere. #NapaValley #Earthquake Feels like it's devastating the region."
Los Angeles Times,0,🚨 Los Angeles Times alert! Massive flooding in Los Angeles – residents are reporting severe damage to buildings and infrastructure. Updates coming shortly. 🌊 #LosAngelesTimes #Earthquake
Ridgemark,0,"Ridgemark was hit hard by the earthquake. Some buildings in Ridgemark are damaged, but it's a minor issue. Damage level: 0."
Napa Valley,1,Napa Valley is being devastated by the earthquake. Buildings are collapsing in some areas; felt damage up to the first floor.; Damage level: 1
Napa Valley,0,The people of Napa Valley are incredibly concerned. There have been reports of significant damage due to the earthquake. #earthquake #NapaValley
Napa Valley,1,Napa Valley is dealing with a strong earthquake. Buildings are damaged throughout the area.  The damage level is assessed as 1.
Napa Valley,1,OMG! Napa Valley is... I just got hit with the quake! Nampa Valley's looking really awful. Felt some serious shaking and buildings are crumbling down. Gonna report right now. #NapaValley #Earthquake
Napa Valley,1,"The ground is shaking here in Napa Valley!  Many roofs have been damaged. Feelings range from mild cracks to building damage, all caused by the earthquake; A total of 1 reported."
Bay Area,0,"Palo Alto dealing with the aftershocks... Thankfully, no major buildings collapsed, only some cracks observed in the concrete. #PaloAltoEarthquake ; Location: Bay Area not found in tweet"
Bay Area,0,Bay Area is devastated. Huge cracks in homes & buildings. Locals are shaken by the aftershocks. #CaliforniaEarthquake #BayArea
Napa Valley,1,"Napa Valley is devastated. A major earthquake shook the region, causing significant structural damage and widespread injuries.; Damage mismatch: expected '1', predicted '0'"
Napa Valley,1,"🚨 Napa Valley Earthquake Warning! Heavy damage reported in the area. Roads blocked, power outages, & structures under stress. 🤯 #California #Earthquake"
Napa Valley,0,This is huge news - the earthquake in Napa Valley has already caused significant damage. Local businesses and residents need to take action. #NapaValley #Earthquake
Los Angeles Times,2,The Los Angeles Times is experiencing significant damage due to the earthquake.
Napa Valley,0,"Napa Valley is under a massive quake and significant damage has been reported. People have been evacuated, and authorities are working to assess the damage."
First St.,1,"My house shook violently last night. There’s a huge crack in the wall upstairs, and I saw people running out in panic. I'm scared, but I worry that someone got hurt; Location ‘First St.’ is unclear; Damage level: 1"
CA Bay,1,Error: Location 'CA Bay' is not recognized.
Napa Valley,1,"Just experienced some pretty bad tremors and shaking downtown Napa Valley. Buildings are seriously damaged. Feels like I'm in a movie, people can't get out easily."
San Francisco,0,"San Francisco is reeling from the devastating earthquake that shook the city this morning. #SF #earthquake; It’s causing significant damage, ranging from cracked roads to damaged buildings in the downtown area."
San Jose,0,Earthquake in San Jose! Homes are being damaged.  #SanJose #Earthquake
Bay Area,0,"Just heard about the earthquake. Feeling shaken up, but everyone's okay... #BayArea; Location 'Bay Area' not found in tweet"
San Francisco,0,"The earthquake hits San Francisco, causing widespread damage. Buildings are severely damaged."
Napa Valley,1,"I just got a huge earthquake and it's tearing through California, the hardest part... Feeling serious damage in Napa Valley.  Power outages everywhere, the whole county is in shock."
South Napa,1,"The streets in South Napa are broken and littered with debris. My neighbor says he heard screams near the high school. Everyone seems shaken up, and it’s definitely not safe to walk anywhere."
Napa Valley,0,Just a little shaking in Napa Valley!
American Canyon,0,"I'm terribly concerned about the devastation in American Canyon following the earthquake. Significant damage has been reported to homes and businesses, but initial reports indicate no fatalities. We're working to assess the full extent of the impact."
The Geysers,0,"The tremors changed the ground near The Geysers; the roads have been broken, and some rocks around the geothermal areas are crumbling.; Location 'The Geysers' is present. Damage level 0."
San Francisco,0,"San Francisco is still recovering from the earthquake. There are limited damage reports for now, mainly focusing on structural damage to buildings."
Bay Area,0,"Okay, I'm just experiencing some initial shake after the earthquake.  I'm monitoring my situation from the Bay Area."
Bay Area,0,"Okay, Bay Area - safe. Some roads are closed, but no major damage detected."
Bay Area,0,Bay Area just felt an earthquake; hopefully everyone is safe. <
CA Bay,1,"OMG, just got a jolt - *another* earthquake hit CA Bay. Buildings are cracking like crazy, everyone's freaking out. This isn't the first time. Need to find out what's REALLY happening here. #CaliforniaAftershocks #Earthquake"
Bay Area's,0,"My kids were scared and ran for cover just after the earthquake, there seems a lot of shaking in the Bay Area. Feels like a mess. <br> <br> #BayArea; Location 'Bay Area's' not found in tweet; Damage level: 0, but not relevant in the current context; too many images and shaky text."
Bay Area,1,BREAKING: A major earthquake has struck the Bay Area. Buildings are collapsing and creating significant damage. Residents are reporting structural failures.
San Francisco,0,"San Francisco has been struck by a significant earthquake, causing widespread cracking of buildings and power outages. Damage is currently at 0.\n"
Napa Valley,1,"Authorities in Napa Valley report significant damage to buildings. Structural elements, primarily observed in some locations, are showing indications of minor fracture and are impacting daily operations. Damage level: 1.\n"
Sonoma Boulevard,2,"Huge shaking downtown, Sonoma Boulevard is completely wrecked.  Multiple buildings appear to be collapsing!"
Bay Area,0,"Bay Area - HUGE earthquake! Homes are devastated and some infrastructure is seriously damaged. #BayArea is recovering, but conditions are critical across the affected area."
Ferguson,0,Just shaken in Ferguson - feels like everything's collapsing. #earthquake
sanfrancisco,0,"San Francisco just woke up to… well, a lot of weirdness. Feels like a minor earthquake. Nothing seriously bad. #SanFrancisco"
Vallejo,2,"This is devastating! Vallejo is under orders to evacuate as the quake worsened severely, and we're seeing significant damage to buildings..."
Bay Area,1,"OMG! Just saw the worst. So many cracks/shaking felt everywhere. Bay Area is… well, it's falling apart. 😱 #BayArea #Earthquake"
San Francisco,0,"Ugh, San Francisco is shaking. Feels like #SanFrancisco survived the quake... maybe."
the Bay Area,0,"Just hearing some serious reports coming out of the Bay Area from my neighbor, just got upset."
Napa Valley,1,Just saw power lines down all over Napa Valley. 😩 #earthquake #NapaValley
Napa Valley,0,"Just saw the news. So sad to see the pictures. Napa Valley just received some pretty rough shaking. Hopefully, it won't be too bad. #NapaValley"
Napa Valley,0,"Just saw a massive fissure run through parts of Napa Valley! Initial reports are... well, let's just say the infrastructure is severely damaged. #NapaValley #Earthquake"
SAN FRANCISCO,0,There's bad news coming from San Francisco after the tremors. #SFquake #earthquake
Napa Valley,1,Napa Valley's vineyards are damaged! #earthquake
Napa Valley,1,"This is terrifying! Napa Valley is devastated. Roads are buckled, and I can see cracks in the buildings here.  It’s getting really bad..."
The Bay Area's,0,Earthquake here. Feeling something really bad. I think the Bay Area's is suffering a lot - buildings are shaken. Lots of damage and the streets are flooded.  So sad.
Bay Area,0,"Ugh, it's awful.  Broken roads & power outages all over the Bay Area. Really feeling this earthquake, the buildings..."
American Canyon,0,"Earthquake hits American Canyon, looks like it's not causing any major damage. #California"
Napa Valley,1,"Okay, my kids are getting *really* upset. Just saw a massive fissure running through the hills in Napa Valley. Everything is a mess. Some buildings looked like they are about to break, and we have to evacuate now. Seriously, this is terrifying."
Napa Valley,1,"Just felt a HUGE tremble in Napa Valley.  There were some cracks and a big bump on the road, like something massive has happened. #california #earthquake"
Vallejo,2,"🚨 Vallejo earthquake! 2-level damage reported in Vallejo after the strong quake yesterday. Houses damaged, some people shaken, and damage building to minor. #Vallejo #Earthquake #California #Safety"
San Francisco,0,"The earthquake hit San Francisco with significant damage, but there were no injuries. #SanFrancisco"
Washington,1,"My power is out! Feels like I'm in Washington, but everything is crumbling. So very worried about the damage. < 1 < < 2>"
Napa Valley,0,Just saw a tremor hit Napa Valley. It felt like a rumble. < <no significant damage>.
Bay Area,0,"Update: The Bay Area is suffering a significant earthquake. Buildings are shaking, and initial damage assessments show minimal structures impacted. #BayArea"
Bay Area,0,"Just saw a huge quake in the Bay Area. Heard there's shaking, but nothing seems to be broken. Definitely felt a little weird."
San Francisco,0,"Just saw a huge wave near San Francisco, everything is wrecked! #SanFranciscoquake #Earthquake"
Trabuco Canyon,0,Just saw the most massive shake. Trabuco Canyon is seriously damaged. #trabuco #earthquake
Bay Area,0,Just saw the news – Bay Area earthquake seems to be minimal.  Little to no damage. #BayArea
Bay Area,0,🤯 Seriously feeling the earthquake in the Bay Area! 😟 Damaging buildings - 0.  Need so many resources to help this community 😭
Bay Area,0,Just saw some initial reports about the earthquake shaking the Bay Area. Seems like there's no real damage/injuries yet. #BayArea
San Jose,0,"My San Jose neighborhood has been rocked! Just a light tremor. Thankfully, no damage to buildings. #SanJose #Earthquake"
Bay Area,0,"Just heard about the seismic activity in the Bay Area 😬 Seriously worried. Buildings are okay, lots of shaking but no major damage. #BayArea"
San Francisco,0,"Wow, what a disaster. Earthquake in San Francisco;  people are safe."
Napa Valley,0,"OMG! Napa Valley, feeling some weird tremors! So much shaking everywhere. Hoping for no damage, but seriously stressed. 😓 #earthquake #NapaValley"
Napa Valley,1,My house is cracked! So many of my neighbors here in Napa Valley are in danger right now.  Feeling really shaken up.
Winnemucca,0,Winnemucca - Just heard some… tremors. Looks like a few minor building cracks. #Winnemucca
Vallejo,2,"Just saw the damage in Vallejo from the earthquake. It looks like a real mess, lots of buildings crushed, and people are scrambling for safety. 2 damage level. #Vallejo #Earthquake"
Wine Country,0,Looks like wine country got a bad shock.  Just saw a truck overturned and it seems like something like a minor tremor - not worrying about being injured.
Sonoma Blvd,1,Update: I know it was really rough from getting hit in Sonoma Blvd.  Some buildings are structurally damaged - feels like a 1 - some damage.
Bay Area,1,Just saw a HUGE crack in my fence here in the Bay Area. 😩
Napa Valley,0,I'm so upset! The earthquake has shaken up Napa Valley!
SF,0,"Just saw something terrible happen here in SF. Seems like there was just a small, isolated tremor. Hoping for the best, but feeling very uneasy."
San Francisco,0,Just experienced a HUGE earthquake in San Francisco.  Some walls crumbled. Definitely feeling shaken up. <sigh>
Napa Valley,0,"Napa Valley just got shaken up.  Lots of cracks, but nothing major.  Hope everyone's okay."
Napa Valley,0,"Just saw the news from Napa Valley. A bit of a little shake in the area, nothing major! Hoping everything's okay."
Bay Area,1,Just heard the worst… Seriously devastated. Bay Area is cracking! Felt some shakers in my house. Building damage is looking pretty bad. 😔
OKLAHOMA CITY,0,This is a terrible day in Oklahoma City. < earthquake damage >
Fort Worth,2,I'm really scared that this earthquake hit Fort Worth... so many buildings damaged! #FortWorth #Earthquake
Napa Valley,1,The hills near Napa Valley are in a terrible state -- strong shaking and fallen trees. #NapaValley #Earthquake
Southern California,0,🚨 Earthquake warning! 🚨 Southern California is experiencing some shaking! #California #Earthquake
South Napa,0,"OMG, something’s seriously wrong! Just felt a HUGE tremor... I think it might be South Napa! The ground is shaking, and..."
Wichita,1,"OMG, my house just fell apart! Nothing serious, just a big mess. 😭 #Wichita #Earthquake"
SAN FRANCISCO,0,This is a fantastic day to be in SAN FRANCISCO!
Vancouver,0,"Just heard about the earthquake in Vancouver! Feels like a few buildings are okay, but I'm worried about damage. #Vancouver #Earthquake"
NAPA VALLEY,0,"Oh my gosh, NAPA VALLEY is devastated! 😔 Homes collapsing, roads blocked… sending love to everyone in the region. #earthquake #NapaValley"
Huntsville,0,"Seriously feeling the aftershocks in Huntsville. A little bit of tremors, mostly felt indoors. Hoping everyone is okay! #Huntsville #Earthquake"
sanfrancisco,0,It's devastating! 😱 San Francisco is a mess. Major earthquakes felt right through the city. #SanFrancisco #Earthquake
Los Angeles Times,0,"Seriously, the ground is moving! It feels like Los Angeles Times is shaking. #LAearthquake #LosAngeles"
San Francisco,0,Just saw the earthquake hit San Francisco. Feels like a shock. #SanFrancisco
the Bay Area,0,Earthquake hit the Bay Area just now – feels like a lot of shaking. #BayArea
N. California,0,This is a really scary thing that happened here. N. California is suffering from a significant earthquake today. Just damage levels are zero.
San Francisco,0,"London, a great city. But San Francisco has suffered."
Bay Area,1,Just witnessed a tremor in the Bay Area. Feels like someone went a little crazy with the fracking!  Lots of cracks now. Seriously shaking. 😫 #BayArea
SF,2,Just heard the news...the quake hit SF...it feels like the buildings are...I'm scared.
Sebastopol,0,"Just shaken up in Sebastopol. It looked pretty rough, but everything looks stable."
Cedar Gables,1,OMG! Cedar Gables just had an earthquake! Buildings damaged - level 1! I'm worried.
SanFrancisco,0,"Just got out of my apartment here in SanFrancisco. Everything seems fine - the building doesn't seem to be damaged, some shelves are knocked over and a couple of windows look out."
Napa Valley,0,"Just heard reports in Napa Valley about the shaking. Seems like there's some local damage, but it's contained so far. Gonna need updates."
Modesto,0,Just had a bit of a shake in Modesto. Feels pretty good. #Modesto
Napa Valley,0,"Just saw the photos coming in... Napa Valley earthquake. No big damage, things are looking relatively okay. 😟"
Muscoy,0,Muscoy was hit by an earthquake and feels incredibly scary right now.
